1000
59900
0 11 50 1.99952
0 19 47 1.99869
0 27 37 1.96403
0 35 35 1.93111
0 43 35 1.93111
0 51 11 0.0186319
0 59 1 0.0006707
0 67 1 0.0006707
0 75 1 0.0006707
0 83 1 0.0006707
1 11 2 0.000935913
1 19 2 0.000935913
1 27 2 0.000935913
1 35 2 0.000935913
1 43 2 0.000935913
1 51 2 0.000935913
1 59 2 0.000935913
1 67 2 0.000935913
1 75 0 0.000480623
1 83 0 0.000480623
2 11 41 1.99039
2 19 2 0.000935913
2 27 2 0.000935913
2 35 2 0.000935913
2 43 2 0.000935913
2 51 2 0.000935913
2 59 2 0.000935913
2 67 2 0.000935913
2 75 2 0.000935913
2 83 2 0.000935913
3 11 11 0.0186319
3 19 20 0.317738
3 27 20 0.317738
3 35 20 0.317738
3 43 20 0.317738
3 51 20 0.317738
3 59 42 1.99311
3 67 48 1.99906
3 75 50 1.99952
3 83 42 1.99311
5 4 17 0.000194908
6 4 17 0.000194908
7 4 23 0.00101773
8 4 23 0.00101773
9 4 21 0.000625826
10 4 21 0.000625826
11 4 50 0.00299928
4 11 0 0.000480623
12 4 50 0.00299928
13 4 50 0.00299928
14 4 50 0.00299928
15 4 50 0.00299928
16 4 50 0.00299928
17 4 50 0.00299928
18 4 50 0.00299928
19 4 23 0.00101773
4 19 0 0.000480623
20 4 23 0.00101773
21 4 27 0.00198227
22 4 27 0.00198227
23 4 14 7.47733e-05
24 4 14 7.47733e-05
25 4 12 3.88612e-05
26 4 12 3.88612e-05
27 4 12 3.88612e-05
4 27 0 0.000480623
28 4 12 3.88612e-05
29 4 11 2.79479e-05
30 4 11 2.79479e-05
31 4 9 1.44143e-05
32 4 9 1.44143e-05
33 4 9 1.44143e-05
34 4 9 1.44143e-05
35 4 11 2.79479e-05
4 35 0 0.000480623
36 4 11 2.79479e-05
37 4 10 2.00786e-05
38 4 10 2.00786e-05
39 4 11 2.79479e-05
40 4 11 2.79479e-05
41 4 8 1.03424e-05
42 4 8 1.03424e-05
43 4 9 1.44143e-05
4 43 0 0.000480623
44 4 9 1.44143e-05
45 4 10 2.00786e-05
46 4 10 2.00786e-05
47 4 8 1.03424e-05
48 4 8 1.03424e-05
49 4 6 5.31886e-06
50 4 6 5.31886e-06
51 4 31 0.00264239
4 51 0 0.000480623
52 4 31 0.00264239
53 4 31 0.00264239
54 4 31 0.00264239
55 4 32 0.0027348
56 4 32 0.0027348
57 4 33 0.00280509
58 4 33 0.00280509
59 4 12 3.88612e-05
4 59 0 0.000480623
60 4 12 3.88612e-05
61 4 18 0.000265199
62 4 18 0.000265199
63 4 18 0.000265199
64 4 18 0.000265199
65 4 17 0.000194908
66 4 17 0.000194908
67 4 23 0.00101773
4 67 0 0.000480623
68 4 23 0.00101773
69 4 24 0.00125229
70 4 24 0.00125229
71 4 49 0.00299899
72 4 49 0.00299899
73 4 49 0.00299899
74 4 49 0.00299899
75 4 49 0.00299899
4 75 0 0.000480623
76 4 49 0.00299899
77 4 49 0.00299899
78 4 49 0.00299899
79 4 24 0.00125229
80 4 24 0.00125229
81 4 22 0.000806824
82 4 22 0.000806824
83 4 17 0.000194908
4 83 1 0.0006707
84 4 17 0.000194908
85 4 19 0.000357609
86 4 19 0.000357609
87 4 19 0.000357609
88 4 19 0.000357609
89 4 17 0.000194908
90 4 17 0.000194908
91 4 17 0.000194908
92 4 17 0.000194908
93 4 17 0.000194908
94 4 17 0.000194908
95 4 17 0.000194908
96 4 17 0.000194908
97 4 17 0.000194908
98 4 17 0.000194908
99 4 17 0.000194908
100 4 17 0.000194908
101 4 17 0.000194908
102 4 17 0.000194908
103 4 17 0.000194908
104 4 17 0.000194908
0 10 47 1.99869
0 18 50 1.99952
0 26 38 1.97409
0 34 35 1.93111
0 42 35 1.93111
0 50 33 1.87006
0 58 1 0.0006707
0 66 1 0.0006707
0 74 1 0.0006707
0 82 1 0.0006707
1 10 2 0.000935913
1 18 2 0.000935913
1 26 2 0.000935913
1 34 2 0.000935913
1 42 2 0.000935913
1 50 2 0.000935913
1 58 2 0.000935913
1 66 2 0.000935913
1 74 0 0.000480623
1 82 0 0.000480623
2 10 41 1.99039
2 18 41 1.99039
2 26 2 0.000935913
2 34 2 0.000935913
2 42 2 0.000935913
2 50 2 0.000935913
2 58 2 0.000935913
2 66 2 0.000935913
2 74 2 0.000935913
2 82 2 0.000935913
5 3 17 0.000194908
6 3 17 0.000194908
7 3 23 0.00101773
8 3 23 0.00101773
9 3 21 0.000625826
10 3 21 0.000625826
3 10 10 0.0133857
11 3 50 0.00299928
12 3 50 0.00299928
13 3 50 0.00299928
14 3 50 0.00299928
15 3 50 0.00299928
16 3 50 0.00299928
17 3 50 0.00299928
18 3 50 0.00299928
3 18 20 0.317738
19 3 23 0.00101773
20 3 23 0.00101773
21 3 27 0.00198227
22 3 27 0.00198227
23 3 14 7.47733e-05
24 3 14 7.47733e-05
25 3 12 3.88612e-05
26 3 12 3.88612e-05
3 26 20 0.317738
27 3 12 3.88612e-05
28 3 12 3.88612e-05
29 3 11 2.79479e-05
30 3 11 2.79479e-05
31 3 9 1.44143e-05
32 3 9 1.44143e-05
33 3 9 1.44143e-05
34 3 9 1.44143e-05
3 34 20 0.317738
35 3 11 2.79479e-05
36 3 11 2.79479e-05
37 3 10 2.00786e-05
38 3 10 2.00786e-05
39 3 11 2.79479e-05
40 3 11 2.79479e-05
41 3 8 1.03424e-05
42 3 8 1.03424e-05
3 42 20 0.317738
43 3 9 1.44143e-05
44 3 9 1.44143e-05
45 3 10 2.00786e-05
46 3 10 2.00786e-05
47 3 8 1.03424e-05
48 3 8 1.03424e-05
49 3 6 5.31886e-06
50 3 6 5.31886e-06
3 50 20 0.317738
51 3 31 0.00264239
52 3 31 0.00264239
