0 -65
50 -65
50.0002 -65.0001
50.0018 -65.0007
50.0126 -65.0045
50.0298 -65.0074
50.0557 -65.0096
50.1053 -65.0157
50.1549 -65.0183
50.2044 -65.0229
50.254 -65.0264
50.3395 -65.0302
50.425 -65.0305
50.5104 -65.0284
50.5959 -65.0211
50.6814 -65.0086
50.7669 -64.9899
50.8057 -64.9798
50.8446 -64.9684
50.8834 -64.9556
50.9223 -64.9416
50.9612 -64.9262
51 -64.9094
51.0389 -64.8913
51.0777 -64.8719
51.1166 -64.8512
51.1555 -64.8291
51.1943 -64.8057
51.2332 -64.781
51.272 -64.7549
51.3327 -64.7117
51.3933 -64.6655
51.454 -64.6162
51.5146 -64.564
51.5753 -64.5089
51.6359 -64.4509
51.6966 -64.3901
51.7572 -64.3267
51.8179 -64.2606
51.8785 -64.1919
51.9392 -64.1207
51.9437 -64.1153
51.9482 -64.1099
51.9527 -64.1044
51.9636 -64.0913
51.9745 -64.078
51.9961 -64.0516
52.0177 -64.0249
52.0392 -63.9978
52.0716 -63.9566
52.1041 -63.9147
52.1365 -63.8721
52.1689 -63.8289
52.2013 -63.785
52.2337 -63.7405
52.2504 -63.7173
52.2671 -63.6939
52.2838 -63.6703
52.3158 -63.6248
52.3477 -63.5786
52.3797 -63.5318
52.3975 -63.5055
52.4152 -63.479
52.4434 -63.4365
52.4716 -63.3936
52.4998 -63.3501
52.528 -63.3062
52.5562 -63.2618
52.5844 -63.2168
52.6127 -63.1714
52.6409 -63.1254
52.669 -63.0788
52.6972 -63.0318
52.7255 -62.9841
52.7537 -62.9359
52.7818 -62.8871
52.81 -62.8377
52.8383 -62.7877
52.8665 -62.737
52.8946 -62.6856
52.9228 -62.6335
52.9511 -62.5806
52.9793 -62.5269
53.0074 -62.4724
53.0357 -62.4171
53.0639 -62.3608
53.1084 -62.2699
53.153 -62.1764
53.1975 -62.0801
53.2421 -61.9807
53.2866 -61.8779
53.3312 -61.7715
53.3757 -61.6611
53.3978 -61.605
53.4198 -61.5478
53.4418 -61.4893
53.4638 -61.4297
53.4858 -61.3688
53.5078 -61.3066
53.5299 -61.243
53.5519 -61.1778
53.5739 -61.1111
53.5959 -61.0427
53.6179 -60.9726
53.6399 -60.9005
53.662 -60.8264
53.684 -60.7502
53.706 -60.6717
53.728 -60.5907
53.7611 -60.4641
53.7941 -60.331
53.8272 -60.1908
53.8602 -60.0428
53.8933 -59.8866
53.9263 -59.7217
53.9866 -59.3986
54.0468 -59.0456
54.107 -58.6621
54.1673 -58.2543
54.2275 -57.8241
54.2877 -57.376
54.348 -56.9142
54.4082 -56.443
54.4684 -55.9664
54.4723 -55.9354
54.4761 -55.9047
54.4833 -55.8483
54.4967 -55.7411
54.5102 -55.634
54.5237 -55.5269
54.5372 -55.4199
54.5507 -55.3129
54.5832 -55.0562
54.6327 -54.667
54.6822 -54.2817
54.7317 -53.9019
54.7812 -53.5282
54.8307 -53.1616
54.8802 -52.8029
54.9297 -52.4528
54.9793 -52.1119
55.0288 -51.7805
55.0783 -51.4595
55.1278 -51.1487
55.1773 -50.8489
55.2531 -50.4116
55.3288 -50.0017
55.4046 -49.6188
55.4803 -49.2645
55.556 -48.9374
55.6318 -48.6399
55.7075 -48.3711
55.7833 -48.1291
55.859 -47.9165
55.9348 -47.7322
56.0106 -47.5748
56.0863 -47.4432
56.1621 -47.3383
56.2378 -47.2587
56.3135 -47.2039
56.3893 -47.1726
56.465 -47.1638
56.5408 -47.1765
56.6165 -47.2094
56.6923 -47.2612
56.768 -47.3296
56.8438 -47.4168
56.9195 -47.5181
56.9953 -47.6337
57.071 -47.7617
57.1468 -47.9012
57.2225 -48.051
57.2983 -48.2098
57.374 -48.3757
57.4498 -48.5465
57.5255 -48.7231
57.6013 -48.9036
57.677 -49.0875
57.7528 -49.2736
57.8285 -49.4604
57.9043 -49.6471
57.98 -49.8341
58.0558 -50.0204
58.1315 -50.2058
58.2073 -50.3895
58.283 -50.5701
58.3973 -50.8387
58.5116 -51.102
58.6259 -51.358
58.7402 -51.6064
58.8545 -51.8467
58.9688 -52.081
59.083 -52.307
59.1973 -52.5249
59.3116 -52.7348
59.4867 -53.0434
59.6618 -53.3348
59.837 -53.6095
60.0121 -53.8689
60.1872 -54.1146
