0 -65
50 -65
50.0008 -65.0003
50.0087 -65.0033
50.0451 -65.0121
50.1053 -65.0176
50.1985 -65.0247
50.2918 -65.0294
50.3851 -65.0337
50.5739 -65.042
50.8579 -65.0434
51.2878 -65.0282
51.7177 -64.9921
52.1476 -64.937
52.5775 -64.8687
53.0075 -64.7894
53.7231 -64.6338
54.4387 -64.4662
55.1543 -64.2882
55.8699 -64.1025
56.5855 -63.9116
57.3011 -63.7177
58.0168 -63.5238
58.7324 -63.3266
59.448 -63.1314
60.1636 -62.9372
60.8792 -62.7446
61.5948 -62.5538
62.3104 -62.365
63.0261 -62.1784
63.7417 -61.994
64.4573 -61.8118
65.1729 -61.632
65.8885 -61.4544
66.6041 -61.279
67.3197 -61.1058
68.0353 -60.9347
68.751 -60.7656
69.4666 -60.5984
70.1822 -60.4332
70.8978 -60.2697
71.6134 -60.1078
72.329 -59.9476
73.0446 -59.7888
73.7603 -59.6315
74.4759 -59.4755
75.1915 -59.3207
75.9071 -59.1671
76.6227 -59.0145
77.3383 -58.8628
78.0539 -58.7119
78.7695 -58.5618
79.4852 -58.4124
80.2008 -58.2634
80.9164 -58.1149
81.632 -57.9667
82.3476 -57.8187
83.0632 -57.6706
83.7788 -57.5228
84.4945 -57.3746
85.2101 -57.2261
85.9257 -57.0771
86.6413 -56.9275
87.3569 -56.777
88.0725 -56.6255
88.7881 -56.4727
89.5037 -56.3186
90.2194 -56.1627
90.935 -56.0045
91.6506 -55.8446
92.3662 -55.6818
93.0818 -55.5154
93.7974 -55.3459
94.513 -55.1721
95.2287 -54.9935
95.9443 -54.8094
96.3214 -54.709
96.6985 -54.6075
97.0756 -54.5037
97.4527 -54.3977
97.8298 -54.289
98.2069 -54.1776
98.584 -54.0628
98.9611 -53.9452
99.3382 -53.8236
99.7153 -53.6977
100.092 -53.567
100.469 -53.4314
100.847 -53.29
101.224 -53.1422
101.429 -53.0581
101.634 -52.9726
101.839 -52.8845
102.044 -52.7937
102.249 -52.6996
102.454 -52.6027
102.659 -52.5022
102.864 -52.398
103.07 -52.2897
103.275 -52.177
103.48 -52.0593
103.685 -51.9362
103.89 -51.8071
104.095 -51.6697
104.3 -51.5261
104.505 -51.3727
104.71 -51.2092
104.813 -51.1217
104.915 -51.0326
105.018 -50.9397
105.12 -50.8426
105.223 -50.7412
105.271 -50.6921
105.319 -50.6419
105.342 -50.6176
105.365 -50.5931
105.404 -50.5497
105.444 -50.5054
105.464 -50.4831
105.483 -50.4606
105.503 -50.4378
105.523 -50.4148
105.542 -50.3916
105.56 -50.3703
105.578 -50.3489
105.619 -50.2989
105.66 -50.2477
105.7 -50.1953
105.741 -50.1414
105.782 -50.0861
105.823 -50.0293
105.863 -49.9708
105.904 -49.9104
105.945 -49.8481
105.986 -49.7836
106.026 -49.7168
106.067 -49.6475
106.108 -49.5754
106.132 -49.5318
106.156 -49.4871
106.179 -49.4412
106.203 -49.3941
106.227 -49.3456
106.251 -49.2957
106.275 -49.2443
106.299 -49.1913
106.322 -49.1365
106.346 -49.0799
106.37 -49.0213
106.394 -48.9606
106.418 -48.8975
106.442 -48.8319
106.465 -48.7635
106.489 -48.6922
106.513 -48.6176
106.537 -48.5394
106.573 -48.4128
106.61 -48.2763
106.646 -48.1288
106.682 -47.9693
106.719 -47.7969
106.778 -47.4875
106.837 -47.1385
106.896 -46.7491
106.955 -46.3154
106.983 -46.0945
107.011 -45.863
107.038 -45.6209
107.089 -45.1515
107.14 -44.6423
107.19 -44.0824
107.241 -43.4593
107.292 -42.7607
107.342 -41.9384
107.393 -40.9644
107.444 -39.6695
107.472 -38.7363
107.501 -37.5732
107.517 -36.743
107.533 -35.7597
107.55 -34.541
107.566 -32.9466
107.583 -30.8368
107.591 -29.4033
107.6 -27.684
107.609 -25.6095
107.618 -23.08
107.626 -20.0123
107.635 -16.3346
107.644 -12.0138
107.653 -7.0849
107.661 -1.67064
107.67 4.01477
107.679 9.66778
107.687 14.9455
107.696 19.5924
107.705 23.4951
107.714 26.6096
107.722 28.928
107.731 30.5384
107.735 31.1481
107.739 31.5762
107.747 32.0175
107.754 32.1796
107.761 32.1163
107.772 31.6101
107.783 30.69
107.794 29.4696
107.805 28.024
107.816 26.4636
107.827 24.8068
