Time,Cell
766.408,14
794.248,14
851.918,14
939.417,14
965.269,14
997.087,14
1126.348,14
1154.188,14
1187.994,14
1219.812,14
1289.414,14
1317.254,14
1388.845,14
1426.628,14
1512.138,14
1536.002,14
1619.524,14
1645.376,14
1691.114,14
1748.784,14
1866.112,14
1895.941,14
2009.292,14
6.822,15
24.719,15
42.617,15
58.526,15
76.423,15
100.286,15
118.184,15
136.082,15
155.968,15
175.853,15
199.722,15
219.604,15
245.456,15
265.342,15
293.183,15
315.057,15
340.909,15
366.761,15
396.591,15
422.443,15
448.295,15
472.158,15
498.01,15
525.851,15
563.634,15
595.452,15
623.293,15
651.133,15
676.985,15
722.723,15
762.496,15
806.245,15
848.012,15
881.813,15
939.483,15
1060.788,15
1098.572,15
1132.378,15
1168.173,15
1205.958,15
1251.695,15
1291.467,15
1341.183,15
1448.562,15
1486.352,15
1544.022,15
1575.839,15
1707.088,15
1746.86,15
1782.655,15
1824.416,15
1882.086,15
1957.653,15
65.897,16
92.398,16
121.58,16
148.079,16
175.919,16
209.726,16
237.567,16
269.384,16
317.111,16
356.883,16
404.61,16
531.882,16
565.688,16
617.392,16
788.413,16
830.174,16
879.893,16
949.491,16
1009.149,16
1052.899,16
1114.546,16
1184.147,16
1217.953,16
1281.589,16
1321.362,16
1371.077,16
1494.371,16
1556.018,16
1719.085,16
1796.641,16
1838.401,16
1894.082,16
1973.628,16
2.975,17
16.895,17
28.827,17
40.759,17
52.685,17
70.588,17
88.486,17
108.372,17
126.269,17
146.155,17
177.973,17
213.768,17
231.663,17
259.506,17
303.256,17
335.074,17
350.983,17
376.835,17
430.527,17
462.344,17
490.186,17
512.061,17
537.914,17
601.548,17
621.434,17
722.854,17
748.705,17
776.546,17
802.398,17
834.216,17
866.034,17
893.875,17
919.727,17
955.522,17
1050.975,17
1088.759,17
1148.417,17
1178.247,17
1210.065,17
1283.643,17
1317.45,17
1353.245,17
1375.12,17
1454.664,17
1506.368,17
1540.175,17
1570.004,17
1597.845,17
1639.605,17
1667.446,17
1705.23,17
1752.957,17
1870.285,17
1916.023,17
215.822,18
241.674,18
271.503,18
376.9,18
400.763,18
430.593,18
543.945,18
569.796,18
603.602,18
665.249,18
707.01,18
744.794,18
822.35,18
908.866,18
945.644,18
1062.971,18
1102.745,18
1134.562,18
1182.291,18
1218.084,18
1301.606,18
1436.829,18
1470.638,18
1548.194,18
1609.841,18
1723.192,18
1808.703,18
1859.757,18
1969.783,18
2009.553,18
1.117,19
84.639,19
114.468,19
174.126,19
223.842,19
263.614,19
386.908,19
410.772,19
436.625,19
470.43,19
561.906,19
591.736,19
621.566,19
663.326,19
699.121,19
724.974,19
776.677,19
828.381,19
876.107,19
905.937,19
965.595,19
1009.345,19
1043.151,19
1076.957,19
1148.547,19
1186.332,19
1242.013,19
1273.831,19
1339.455,19
1393.139,19
1426.954,19
1516.441,19
1542.294,19
1574.113,19
1601.953,19
1643.712,19
1679.5,19
1747.121,19
1784.905,19
1824.677,19
1864.449,19
1912.176,19
1955.924,19
186.123,20
217.942,20
311.406,20
408.848,20
561.972,20
597.767,20
709.13,20
784.697,20
882.14,20
945.774,20
983.559,20
1094.922,20
1142.648,20
1222.193,20
1267.931,20
1335.544,20
1385.258,20
1450.884,20
1580.143,20
1625.882,20
1673.609,20
1769.062,20
1810.823,20
1876.446,20
1944.06,20
1983.833,20
3.236,21
33.066,21
62.922,21
82.781,21
108.633,21
128.519,21
158.348,21
176.245,21
209.035,21
235.913,21
261.757,21
285.619,21
307.494,21
335.335,21
367.153,21
404.936,21
426.811,21
454.652,21
484.481,21
532.208,21
568.003,21
591.866,21
675.388,21
703.228,21
744.989,21
800.679,21
840.443,21
892.147,21
947.828,21
1007.478,21
1061.179,21
1124.815,21
1162.598,21
1226.235,21
1293.848,21
1361.46,21
1411.174,21
1488.731,21
1540.443,21
1592.139,21
1655.775,21
1759.175,21
1820.83,21
1866.569,21
1906.341,21
3.301,22
19.209,22
37.108,22
53.785,22
70.913,22
88.81,22
108.698,22
134.549,22
158.413,22
184.264,22
210.117,22
237.961,22
263.81,22
293.638,22
325.454,22
353.296,22
379.151,22
416.932,22
454.717,22
484.546,22
518.352,22
566.079,22
599.886,22
637.669,22
681.418,22
711.248,22
747.043,22
788.803,22
824.598,22
872.325,22
914.087,22
957.835,22
1003.574,22
1043.346,22
1097.038,22
1142.776,22
1198.457,22
1244.197,22
1305.842,22
1341.639,22
1389.374,22
1490.785,22
1546.468,22
1610.101,22
1645.896,22
1701.579,22
1765.214,22
1808.964,22
1892.484,22
1946.177,22
1997.881,22
3.366,23
41.151,23
90.867,23
152.512,23
190.296,23
247.966,23
291.716,23
365.293,23
405.065,23
446.827,23
480.634,23
510.462,23
548.246,23
603.928,23
663.587,23
707.336,23
741.142,23
770.972,23
818.699,23
846.539,23
880.347,23
920.118,23
951.935,23
989.718,23
1019.548,23
1059.32,23
1097.105,23
1120.966,23
1150.797,23
1194.547,23
1230.341,23
1266.136,23
1305.9,23
1337.727,23
1383.464,23
1421.248,23
1445.094,23
1480.907,23
1518.69,23
1566.417,23
1622.098,23
1663.859,23
1697.666,23
1743.404,23
1783.176,23
1902.493,23
1968.118,23
37.238,24
65.098,24
92.938,24
114.794,24
138.659,24
162.522,24
188.373,24
214.224,24
242.065,24
275.871,24
309.677,24
351.438,24
387.233,24
427.006,24
466.779,24
520.472,24
563.061,24
611.947,24
659.675,24
713.367,24
759.105,24
800.857,24
852.569,24
900.297,24
965.92,24
1017.625,24
1085.238,24
1138.922,24
1200.578,24
1264.214,24
1331.826,24
1389.496,24
1450.168,24
1532.676,24
1612.22,24
1673.868,24
1756.235,24
1826.991,24
1906.536,24
1972.161,24
13.437,25
41.282,25
83.044,25
102.926,25
120.841,25
140.711,25
164.575,25
186.449,25
210.313,25
234.176,25
260.025,25
285.881,25
315.709,25
345.539,25
379.361,25
411.163,25
440.992,25
468.833,25
494.684,25
524.514,25
596.103,25
625.933,25
659.74,25
693.547,25
725.364,25
757.182,25
787.012,25
814.851,25
852.634,25
888.43,25
922.236,25
958.032,25
991.852,25
1025.644,25
1057.462,25
1101.211,25
1146.969,25
1188.711,25
1222.515,25
1266.267,25
1304.051,25
1355.754,25
1415.412,25
1459.163,25
1510.866,25
1574.503,25
1634.16,25
1695.807,25
1813.135,25
1870.806,25
1936.431,25
9.511,26
21.457,26
33.39,26
43.334,26
59.887,26
85.096,26
116.913,26
156.685,26
200.435,26
240.207,26
281.968,26
327.706,26
379.411,26
417.193,26
454.977,26
510.651,26
564.351,26
612.076,26
649.858,26
693.61,26
739.347,26
791.052,26
830.825,26
882.529,26
924.29,26
1001.847,26
1037.64,26
1087.374,26
1143.041,26
1200.707,26
1261.008,26
1310.075,26
1359.795,26
1411.499,26
1463.205,26
1502.977,26
1560.647,26
1618.316,26
1677.975,26
1750.232,26
1793.313,26
1856.949,26
1920.586,26
1966.324,26
2010.073,26
69.25,27
89.138,27
111.011,27
162.717,27
184.59,27
206.465,27
236.295,27
289.987,27
321.804,27
357.599,27
397.372,27
443.11,27
474.928,27
522.655,27
550.496,27
588.279,27
632.027,27
671.801,27
723.505,27
765.265,27
824.924,27
848.784,27
900.492,27
942.252,27
1001.911,27
1029.751,27
1083.445,27
1127.194,27
1162.99,27
1242.533,27
1268.385,27
1330.033,27
1377.759,27
1435.428,27
1473.213,27
1542.814,27
1598.494,27
1630.312,27
1691.96,27
1741.677,27
1775.482,27
1815.251,27
1860.993,27
1916.674,27
1976.331,27
160.793,28
242.326,28
333.801,28
433.232,28
528.686,28
634.083,28
723.57,28
793.171,28
908.511,28
1045.726,28
1149.134,28
1288.335,28
1377.825,28
1491.175,28
1572.709,28
1749.695,28
1894.865,28
