,AfterHyperpolarizationAmplitudeTestBurtonUrban2014_mean,AfterHyperpolarizationAmplitudeTestBurtonUrban2014_n,AfterHyperpolarizationAmplitudeTestBurtonUrban2014_std,AfterHyperpolarizationAmplitudeTestYu2015_mean,AfterHyperpolarizationAmplitudeTestYu2015_n,AfterHyperpolarizationAmplitudeTestYu2015_std,AfterHyperpolarizationTimeTestBurtonUrban2014_mean,AfterHyperpolarizationTimeTestBurtonUrban2014_n,AfterHyperpolarizationTimeTestBurtonUrban2014_std,AfterHyperpolarizationTimeTestYu2015_mean,AfterHyperpolarizationTimeTestYu2015_n,AfterHyperpolarizationTimeTestYu2015_std,CellCapacitanceTestBurtonUrban2014_mean,CellCapacitanceTestBurtonUrban2014_n,CellCapacitanceTestBurtonUrban2014_std,CellCapacitanceTestYu2015_mean,CellCapacitanceTestYu2015_n,CellCapacitanceTestYu2015_std,FISlopeTestBurtonUrban2014_mean,FISlopeTestBurtonUrban2014_n,FISlopeTestBurtonUrban2014_std,ISICVTestBurtonUrban2014_mean,ISICVTestBurtonUrban2014_n,ISICVTestBurtonUrban2014_std,ISICVTestYu2015_mean,ISICVTestYu2015_n,ISICVTestYu2015_std,InputResistanceTestAbraham2010_mean,InputResistanceTestAbraham2010_n,InputResistanceTestAbraham2010_std,InputResistanceTestBurtonUrban2014_mean,InputResistanceTestBurtonUrban2014_n,InputResistanceTestBurtonUrban2014_std,InputResistanceTestChristie2005_mean,InputResistanceTestChristie2005_n,InputResistanceTestChristie2005_std,InputResistanceTestFukunaga2012_mean,InputResistanceTestFukunaga2012_n,InputResistanceTestFukunaga2012_std,InputResistanceTestHovis2010_mean,InputResistanceTestHovis2010_n,InputResistanceTestHovis2010_std,InputResistanceTestShpak2012_mean,InputResistanceTestShpak2012_n,InputResistanceTestShpak2012_std,InputResistanceTestYu2015_mean,InputResistanceTestYu2015_n,InputResistanceTestYu2015_std,InputResistanceTestZibman2011_mean,InputResistanceTestZibman2011_n,InputResistanceTestZibman2011_std,MembraneTimeConstantTestBurtonUrban2014_mean,MembraneTimeConstantTestBurtonUrban2014_n,MembraneTimeConstantTestBurtonUrban2014_std,MembraneTimeConstantTestHovis2010_mean,MembraneTimeConstantTestHovis2010_n,MembraneTimeConstantTestHovis2010_std,MembraneTimeConstantTestYu2015_mean,MembraneTimeConstantTestYu2015_n,MembraneTimeConstantTestYu2015_std,MembraneTimeConstantTestZibman2011_mean,MembraneTimeConstantTestZibman2011_n,MembraneTimeConstantTestZibman2011_std,ReboundSpikingTestBurtonUrban2014_mean,ReboundSpikingTestBurtonUrban2014_n,ReboundSpikingTestBurtonUrban2014_std,ReboundSpikingTestJohnsonDelaney2010_mean,ReboundSpikingTestJohnsonDelaney2010_n,ReboundSpikingTestJohnsonDelaney2010_std,RestingVoltageTestAbraham2010_mean,RestingVoltageTestAbraham2010_n,RestingVoltageTestAbraham2010_std,RestingVoltageTestBurtonUrban2014_mean,RestingVoltageTestBurtonUrban2014_n,RestingVoltageTestBurtonUrban2014_std,RestingVoltageTestShpak2012_mean,RestingVoltageTestShpak2012_n,RestingVoltageTestShpak2012_std,RestingVoltageTestYu2015_mean,RestingVoltageTestYu2015_n,RestingVoltageTestYu2015_std,RheobaseTestBurtonUrban2014_mean,RheobaseTestBurtonUrban2014_n,RheobaseTestBurtonUrban2014_std,SagVoltageTestAngelo2012_mean,SagVoltageTestAngelo2012_n,SagVoltageTestAngelo2012_std,SagVoltageTestBurtonUrban2014_mean,SagVoltageTestBurtonUrban2014_n,SagVoltageTestBurtonUrban2014_std,SagVoltageTestHu2016_mean,SagVoltageTestHu2016_n,SagVoltageTestHu2016_std,SagVoltageTestYu2015_mean,SagVoltageTestYu2015_n,SagVoltageTestYu2015_std,SpikeAccommodationTestBurtonUrban2014_mean,SpikeAccommodationTestBurtonUrban2014_n,SpikeAccommodationTestBurtonUrban2014_std,SpikeAccommodationTestZibman2011_mean,SpikeAccommodationTestZibman2011_n,SpikeAccommodationTestZibman2011_std,SpikeAccommodationTimeConstantTestBurtonUrban2014_mean,SpikeAccommodationTimeConstantTestBurtonUrban2014_n,SpikeAccommodationTimeConstantTestBurtonUrban2014_std,SpikeAccommodationTimeConstantTestZibman2011_mean,SpikeAccommodationTimeConstantTestZibman2011_n,SpikeAccommodationTimeConstantTestZibman2011_std,SpikeAmplitudeTestBurtonUrban2014_mean,SpikeAmplitudeTestBurtonUrban2014_n,SpikeAmplitudeTestBurtonUrban2014_std,SpikeAmplitudeTestYu2015_mean,SpikeAmplitudeTestYu2015_n,SpikeAmplitudeTestYu2015_std,SpikeHalfWidthTestBurtonUrban2014_mean,SpikeHalfWidthTestBurtonUrban2014_n,SpikeHalfWidthTestBurtonUrban2014_std,SpikeHalfWidthTestYu2015_mean,SpikeHalfWidthTestYu2015_n,SpikeHalfWidthTestYu2015_std,SpikePeakTestYu2015_mean,SpikePeakTestYu2015_n,SpikePeakTestYu2015_std,SpikeThresholdTestBurtonUrban2014_mean,SpikeThresholdTestBurtonUrban2014_n,SpikeThresholdTestBurtonUrban2014_std,SpikeThresholdTestYu2015_mean,SpikeThresholdTestYu2015_n,SpikeThresholdTestYu2015_std,model
0,14.8 mV,10,3.2 mV,19.5 mV,48,6.2 mV,58.2 ms,35,77.5 ms,5.2 ms,48,1.8 ms,236.4 pF,35,94.6 pF,235.1 pF,48,137.1 pF,196.0 Hz/nA,35,76.0 Hz/nA,0.45 dimensionless,35,0.29 dimensionless,0.31 dimensionless,48,0.33 dimensionless,59.0 megaohm,29,30.0 megaohm,94.3 megaohm,35,40.5 megaohm,68.0 megaohm,30,21.9 megaohm,76.2 megaohm,3,22.3 megaohm,19.0 megaohm,5,7.0 megaohm,240.0 megaohm,20,110.0 megaohm,128.2 megaohm,48,53.4 megaohm,299.0 megaohm,35,135.0 megaohm,21.3 ms,35,9.4 ms,14.0 ms,5,4.5 ms,28.1 ms,48,16.5 ms,42.5 ms,35,16.1 ms,0.0 dimensionless,35,1.0 dimensionless,0.0 dimensionless,35,1.0 dimensionless,-57.0 mV,29,17.0 mV,-66.9 mV,35,4.0 mV,-74.65 mV,20,2.7 mV,-71.2 mV,48,5.5 mV,111.4 pA,35,55.7 pA,-3.43 mV,105,5.8 mV,-2.0 mV,35,2.6 mV,-5.0 mV,6,2.93 mV,-3.8 mV,45,4.1 mV,-9.43 Hz,35,17.83 Hz,15.9 Hz,35,24.5 Hz,398.0 ms,35,562.0 ms,113.0 ms,35,58.8 ms,76.2 mV,10,5.4 mV,63.2 mV,48,10.4 mV,1.06 ms,10,0.2 ms,1.2 ms,48,0.2 ms,16.4 mV,48,9.0 mV,-55.2 mV,10,3.0 mV,-46.8 mV,48,8.7 mV,Observations
