    0.19 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 	-65.03662 
     0.2 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 	-65.03793 
    0.21 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 	-65.03921 
    0.22 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 	-65.04046 
    0.23 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 	-65.04168 
    0.24 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 	-65.04287 
    0.25 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 	-65.04404 
    0.26 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 	-65.04519 
    0.27 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 	-65.04631 
    0.28 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 	-65.04741 
    0.29 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 	-65.04848 
     0.3 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 	-65.04954 
    0.31 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 	-65.05058 
    0.32 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 	-65.0516 
    0.33 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 	-65.0526 
    0.34 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 	-65.05358 
    0.35 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 	-65.05455 
    0.36 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 	-65.0555 
    0.37 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 	-65.05643 
    0.38 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 	-65.05735 
    0.39 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 	-65.05826 
     0.4 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 	-65.05915 
    0.41 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 	-65.06002 
    0.42 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 	-65.06089 
    0.43 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 	-65.06174 
    0.44 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 	-65.06258 
    0.45 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 	-65.0634 
    0.46 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 	-65.06422 
    0.47 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 	-65.06502 
    0.48 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 	-65.06581 
    0.49 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 	-65.06659 
     0.5 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 	-65.06736 
    0.51 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 	-65.06812 
    0.52 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 	-65.06887 
    0.53 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 	-65.06961 
    0.54 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 	-65.07034 
    0.55 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 	-65.07107 
    0.56 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 	-65.07178 
    0.57 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 	-65.07248 
    0.58 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 	-65.07318 
    0.59 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 	-65.07387 
     0.6 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 	-65.07455 
    0.61 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 	-65.07522 
    0.62 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 	-65.07588 
    0.63 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 	-65.07654 
    0.64 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 	-65.07718 
    0.65 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 	-65.07783 
    0.66 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 	-65.07846 
    0.67 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 	-65.07909 
    0.68 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 	-65.07971 
    0.69 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 	-65.08032 
     0.7 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 	-65.08093 
    0.71 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 	-65.08153 
    0.72 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 	-65.08212 
    0.73 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 	-65.08271 
    0.74 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 	-65.08329 
    0.75 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 	-65.08387 
    0.76 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 	-65.08444 
    0.77 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 	 -65.085 
    0.78 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 	-65.08556 
    0.79 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 	-65.08611 
     0.8 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 	-65.08666 
    0.81 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 	-65.0872 
    0.82 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 	-65.08774 
    0.83 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 	-65.08827 
    0.84 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 	-65.0888 
    0.85 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 	-65.08932 
    0.86 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 	-65.08984 
    0.87 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 	-65.09035 
    0.88 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 	-65.09086 
    0.89 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 	-65.09136 
     0.9 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 	-65.09186 
    0.91 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 	-65.09235 
    0.92 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 	-65.09284 
    0.93 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 	-65.09333 
    0.94 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 	-65.09381 
    0.95 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 	-65.09429 
