,CellCapacitanceTestBurtonUrban2015_mean,CellCapacitanceTestBurtonUrban2015_n,CellCapacitanceTestBurtonUrban2015_std,FISlopeTestBurtonUrban2015_mean,FISlopeTestBurtonUrban2015_n,FISlopeTestBurtonUrban2015_std,InputResistanceTestBurtonUrban2015_mean,InputResistanceTestBurtonUrban2015_n,InputResistanceTestBurtonUrban2015_std,InputResistanceTestStroh2012_mean,InputResistanceTestStroh2012_n,InputResistanceTestStroh2012_std,MembraneTimeConstantTestBurtonUrban2015_mean,MembraneTimeConstantTestBurtonUrban2015_n,MembraneTimeConstantTestBurtonUrban2015_std,RestingVoltageTestBurtonUrban2015_mean,RestingVoltageTestBurtonUrban2015_n,RestingVoltageTestBurtonUrban2015_std,RestingVoltageTestStroh2012_mean,RestingVoltageTestStroh2012_n,RestingVoltageTestStroh2012_std,RheobaseTestBurtonUrban2015_mean,RheobaseTestBurtonUrban2015_n,RheobaseTestBurtonUrban2015_std,SagVoltageTestHu2016_mean,SagVoltageTestHu2016_n,SagVoltageTestHu2016_std,SpikeAmplitudeTestBurtonUrban2015_mean,SpikeAmplitudeTestBurtonUrban2015_n,SpikeAmplitudeTestBurtonUrban2015_std,SpikeHalfWidthTestBurtonUrban2015_mean,SpikeHalfWidthTestBurtonUrban2015_n,SpikeHalfWidthTestBurtonUrban2015_std,SpikeThresholdTestBurtonUrban2015_mean,SpikeThresholdTestBurtonUrban2015_n,SpikeThresholdTestBurtonUrban2015_std,model
0,46.1 pF,28,11.7 pF,860.0 Hz/nA,30,330.0 Hz/nA,603.2 megaohm,32,363.4 megaohm,1070.0 megaohm,20,390.0 megaohm,27.3 ms,28,13.2 ms,-84.2 mV,40,8.5 mV,-92.0 mV,17,4.0 mV,37.1 pA,31,21.2 pA,-4.6 mV,5,1.56 mV,55.2 mV,31,12.0 mV,1.0 ms,31,0.19 ms,-41.9 mV,31,7.8 mV,Observations
