Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,8.010,10,0.002,2.303,-6.261
10,8,20,5.919,20,1.790E-4,2.996,-8.628
20,6,30,5.285,30,4.421E-5,3.401,-10.027
30,5,40,4.430,40,1.865E-5,3.689,-10.890
40,5,50,2.713,50,3.820E-6,3.912,-12.475
50,2,60,1.430,60,2.210E-6,4.094,-13.022
60,2,70,1.285,70,6.960E-7,4.248,-14.178
70,1,80,0.919,80,4.663E-7,4.382,-14.578
80,1,90,1.010,90,3.275E-7,4.500,-14.932
90,1,NaN,NaN,NaN,NaN,NaN,NaN
