Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.874,10,2.387E-4,2.303,-8.340
10,1,20,2.325,20,5.968E-5,2.996,-9.726
20,2,30,2.872,30,2.653E-5,3.401,-10.537
30,3,40,2.755,40,1.119E-5,3.689,-11.400
40,3,50,2.282,50,3.820E-6,3.912,-12.475
50,2,60,1.721,60,2.210E-6,4.094,-13.022
60,2,70,1.257,70,6.960E-7,4.248,-14.178
70,1,80,0.978,80,4.663E-7,4.382,-14.578
80,1,90,0.886,90,3.275E-7,4.500,-14.932
90,1,100,0.928,100,2.387E-7,4.605,-15.248
100,1,110,1.027,110,1.794E-7,4.700,-15.534
110,1,120,1.112,120,1.382E-7,4.787,-15.795
120,1,130,1.145,130,1.087E-7,4.868,-16.035
130,1,140,1.136,140,8.700E-8,4.942,-16.257
140,1,150,1.139,150,7.074E-8,5.011,-16.464
150,1,160,1.248,160,1.166E-7,5.075,-15.965
160,2,170,1.568,170,9.718E-8,5.136,-16.147
170,2,180,2.186,180,8.187E-8,5.193,-16.318
180,2,190,3.138,190,6.961E-8,5.247,-16.480
190,2,200,4.371,200,1.194E-7,5.298,-15.941
200,4,210,5.725,210,1.804E-7,5.347,-15.528
210,7,220,6.932,220,1.569E-7,5.394,-15.667
220,7,230,7.642,230,1.373E-7,5.438,-15.801
230,7,240,7.502,240,1.382E-7,5.481,-15.795
240,8,250,6.289,250,9.167E-8,5.521,-16.205
250,6,260,4.124,260,5.433E-8,5.561,-16.728
260,4,270,1.772,270,2.426E-8,5.598,-17.535
270,2,280,1.068,280,1.088E-8,5.635,-18.337
280,1,NaN,NaN,NaN,NaN,NaN,NaN
