Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,4.435,10,9.549E-4,2.303,-6.954
10,4,20,4.358,20,1.492E-4,2.996,-8.810
20,5,30,3.966,30,3.537E-5,3.401,-10.250
30,4,40,3.401,40,1.492E-5,3.689,-11.113
40,4,50,2.769,50,3.820E-6,3.912,-12.475
50,2,60,2.149,60,2.210E-6,4.094,-13.022
60,2,70,1.597,70,6.960E-7,4.248,-14.178
70,1,80,1.149,80,4.663E-7,4.382,-14.578
80,1,90,0.823,90,3.275E-7,4.500,-14.932
90,1,100,0.625,100,2.387E-7,4.605,-15.248
100,1,110,0.551,110,1.794E-7,4.700,-15.534
110,1,120,0.588,120,1.382E-7,4.787,-15.795
120,1,130,0.720,130,1.087E-7,4.868,-16.035
130,1,140,0.926,140,8.700E-8,4.942,-16.257
140,1,150,1.182,150,7.074E-8,5.011,-16.464
150,1,160,1.467,160,5.828E-8,5.075,-16.658
160,1,170,1.760,170,4.859E-8,5.136,-16.840
170,1,180,2.042,180,8.187E-8,5.193,-16.318
180,2,190,2.297,190,6.961E-8,5.247,-16.480
190,2,200,2.513,200,5.968E-8,5.298,-16.634
200,2,210,2.682,210,7.733E-8,5.347,-16.375
210,3,220,2.799,220,8.968E-8,5.394,-16.227
220,4,230,2.866,230,5.886E-8,5.438,-16.648
230,3,240,2.884,240,5.181E-8,5.481,-16.776
240,3,250,2.862,250,4.584E-8,5.521,-16.898
250,3,260,2.809,260,4.075E-8,5.561,-17.016
260,3,270,2.735,270,3.639E-8,5.598,-17.129
270,3,280,2.655,280,2.175E-8,5.635,-17.644
280,2,290,2.578,290,1.958E-8,5.670,-17.749
290,2,300,2.518,300,1.768E-8,5.704,-17.851
300,2,310,2.480,310,1.603E-8,5.737,-17.949
310,2,320,2.469,320,2.186E-8,5.768,-17.639
320,3,330,2.482,330,1.993E-8,5.799,-17.731
330,3,340,2.509,340,1.822E-8,5.829,-17.821
340,3,350,2.530,350,1.670E-8,5.858,-17.908
350,3,360,2.514,360,1.023E-8,5.886,-18.398
360,2,370,2.416,370,9.426E-9,5.914,-18.480
370,2,380,2.177,380,8.701E-9,5.940,-18.560
380,2,390,1.719,390,8.049E-9,5.966,-18.638
390,2,NaN,NaN,NaN,NaN,NaN,NaN
