Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.929,10,7.162E-4,2.303,-7.242
10,3,20,2.201,20,5.968E-5,2.996,-9.726
20,2,30,2.930,30,2.653E-5,3.401,-10.537
30,3,40,3.774,40,1.492E-5,3.689,-11.113
40,4,50,4.191,50,7.639E-6,3.912,-11.782
50,4,60,4.099,60,4.421E-6,4.094,-12.329
60,4,70,3.643,70,2.784E-6,4.248,-12.792
70,4,80,3.033,80,1.399E-6,4.382,-13.480
80,3,90,2.458,90,6.550E-7,4.500,-14.239
90,2,100,2.039,100,4.775E-7,4.605,-14.555
100,2,110,1.821,110,3.587E-7,4.700,-14.841
110,2,120,1.785,120,2.763E-7,4.787,-15.102
120,2,130,1.871,130,2.173E-7,4.868,-15.342
130,2,140,2.003,140,1.740E-7,4.942,-15.564
140,2,150,2.116,150,1.415E-7,5.011,-15.771
150,2,160,2.165,160,1.166E-7,5.075,-15.965
160,2,170,2.137,170,9.718E-8,5.136,-16.147
170,2,180,2.045,180,8.187E-8,5.193,-16.318
180,2,190,1.915,190,6.961E-8,5.247,-16.480
190,2,200,1.770,200,5.968E-8,5.298,-16.634
200,2,210,1.616,210,5.156E-8,5.347,-16.781
210,2,220,1.439,220,2.242E-8,5.394,-17.613
220,1,230,1.211,230,1.962E-8,5.438,-17.747
230,1,240,0.943,240,1.727E-8,5.481,-17.874
240,1,250,0.769,250,1.528E-8,5.521,-17.997
250,1,260,1.099,260,1.358E-8,5.561,-18.114
260,1,NaN,NaN,NaN,NaN,NaN,NaN
