Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,5.909,10,0.001,2.303,-6.548
10,6,20,1.384,20,2.984E-5,2.996,-10.420
20,1,30,0.569,30,8.842E-6,3.401,-11.636
30,1,40,0.890,40,3.730E-6,3.689,-12.499
40,1,50,1.223,50,1.910E-6,3.912,-13.168
50,1,60,1.243,60,1.105E-6,4.094,-13.715
60,1,70,1.017,70,6.960E-7,4.248,-14.178
70,1,80,0.767,80,4.663E-7,4.382,-14.578
80,1,90,0.713,90,3.275E-7,4.500,-14.932
90,1,100,0.981,100,2.387E-7,4.605,-15.248
100,1,110,1.531,110,1.794E-7,4.700,-15.534
110,1,120,2.139,120,2.763E-7,4.787,-15.102
120,2,130,2.435,130,3.260E-7,4.868,-14.936
130,3,140,2.085,140,1.740E-7,4.942,-15.564
140,2,150,1.180,150,7.074E-8,5.011,-16.464
150,1,160,0.934,160,5.828E-8,5.075,-16.658
160,1,NaN,NaN,NaN,NaN,NaN,NaN
