Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.165,10,2.387E-4,2.303,-8.340
10,1,20,0.514,20,2.984E-5,2.996,-10.420
20,1,30,1.105,30,8.842E-6,3.401,-11.636
30,1,40,1.638,40,3.730E-6,3.689,-12.499
40,1,50,1.830,50,3.820E-6,3.912,-12.475
50,2,60,1.843,60,2.210E-6,4.094,-13.022
60,2,70,1.941,70,1.392E-6,4.248,-13.485
70,2,80,2.296,80,1.399E-6,4.382,-13.480
80,3,90,2.934,90,9.824E-7,4.500,-13.833
90,3,100,3.738,100,7.162E-7,4.605,-14.149
100,3,110,4.511,110,5.381E-7,4.700,-14.435
110,3,120,5.046,120,8.289E-7,4.787,-14.003
120,6,130,5.189,130,6.520E-7,4.868,-14.243
130,6,140,4.891,140,5.220E-7,4.942,-14.466
140,6,150,4.214,150,2.122E-7,5.011,-15.366
150,3,160,3.322,160,1.749E-7,5.075,-15.559
160,3,170,2.425,170,9.718E-8,5.136,-16.147
170,2,180,1.720,180,8.187E-8,5.193,-16.318
180,2,190,1.316,190,6.961E-8,5.247,-16.480
190,2,200,1.190,200,2.984E-8,5.298,-17.327
200,1,210,1.184,210,2.578E-8,5.347,-17.474
210,1,220,1.092,220,2.242E-8,5.394,-17.613
220,1,230,0.871,230,1.962E-8,5.438,-17.747
230,1,240,1.025,240,1.727E-8,5.481,-17.874
240,1,NaN,NaN,NaN,NaN,NaN,NaN
