Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,3.829,10,9.549E-4,2.303,-6.954
10,4,20,4.498,20,1.194E-4,2.996,-9.033
20,4,30,3.996,30,3.537E-5,3.401,-10.250
30,4,40,3.262,40,1.492E-5,3.689,-11.113
40,4,50,2.729,50,5.730E-6,3.912,-12.070
50,3,60,2.515,60,2.210E-6,4.094,-13.022
60,2,70,2.560,70,1.392E-6,4.248,-13.485
70,2,80,2.733,80,9.325E-7,4.382,-13.885
80,2,90,2.892,90,9.824E-7,4.500,-13.833
90,3,100,2.932,100,1.194E-6,4.605,-13.638
100,5,110,2.795,110,5.381E-7,4.700,-14.435
110,3,120,2.479,120,2.763E-7,4.787,-15.102
120,2,130,2.030,130,1.087E-7,4.868,-16.035
130,1,140,1.521,140,8.700E-8,4.942,-16.257
140,1,150,1.041,150,7.074E-8,5.011,-16.464
150,1,160,0.675,160,5.828E-8,5.075,-16.658
160,1,170,0.488,170,4.859E-8,5.136,-16.840
170,1,180,0.515,180,4.093E-8,5.193,-17.011
180,1,190,0.753,190,3.481E-8,5.247,-17.173
190,1,200,1.163,200,2.984E-8,5.298,-17.327
200,1,210,1.676,210,2.578E-8,5.347,-17.474
210,1,220,2.201,220,2.242E-8,5.394,-17.613
220,1,230,2.646,230,7.849E-8,5.438,-16.360
230,4,240,2.927,240,5.181E-8,5.481,-16.776
240,3,250,2.993,250,4.584E-8,5.521,-16.898
250,3,260,2.834,260,4.075E-8,5.561,-17.016
260,3,270,2.490,270,2.426E-8,5.598,-17.535
270,2,280,2.042,280,2.175E-8,5.635,-17.644
280,2,290,1.596,290,1.958E-8,5.670,-17.749
290,2,300,1.236,300,8.842E-9,5.704,-18.544
300,1,310,0.953,310,8.014E-9,5.737,-18.642
310,1,NaN,NaN,NaN,NaN,NaN,NaN
