Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.029,10,7.162E-4,2.303,-7.242
10,3,20,1.883,20,5.968E-5,2.996,-9.726
20,2,30,1.167,30,8.842E-6,3.401,-11.636
30,1,40,0.893,40,3.730E-6,3.689,-12.499
40,1,50,0.974,50,1.910E-6,3.912,-13.168
50,1,60,1.276,60,1.105E-6,4.094,-13.715
60,1,70,1.651,70,1.392E-6,4.248,-13.485
70,2,80,1.970,80,9.325E-7,4.382,-13.885
80,2,90,2.145,90,6.550E-7,4.500,-14.239
90,2,100,2.147,100,4.775E-7,4.605,-14.555
100,2,110,2.009,110,3.587E-7,4.700,-14.841
110,2,120,1.821,120,2.763E-7,4.787,-15.102
120,2,130,1.686,130,2.173E-7,4.868,-15.342
130,2,140,1.657,140,8.700E-8,4.942,-16.257
140,1,150,1.614,150,1.415E-7,5.011,-15.771
150,2,160,1.077,160,5.828E-8,5.075,-16.658
160,1,NaN,NaN,NaN,NaN,NaN,NaN
