Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.005,10,4.775E-4,2.303,-7.647
10,2,20,3.196,20,8.952E-5,2.996,-9.321
20,3,30,3.495,30,3.537E-5,3.401,-10.250
30,4,40,3.297,40,1.119E-5,3.689,-11.400
40,3,50,2.870,50,5.730E-6,3.912,-12.070
50,3,60,2.382,60,2.210E-6,4.094,-13.022
60,2,70,1.928,70,1.392E-6,4.248,-13.485
70,2,80,1.557,80,9.325E-7,4.382,-13.885
80,2,90,1.282,90,3.275E-7,4.500,-14.932
90,1,100,1.100,100,2.387E-7,4.605,-15.248
100,1,110,0.994,110,1.794E-7,4.700,-15.534
110,1,120,0.946,120,1.382E-7,4.787,-15.795
120,1,130,0.937,130,1.087E-7,4.868,-16.035
130,1,140,0.950,140,8.700E-8,4.942,-16.257
140,1,150,0.972,150,7.074E-8,5.011,-16.464
150,1,160,0.996,160,5.828E-8,5.075,-16.658
160,1,170,1.017,170,4.859E-8,5.136,-16.840
170,1,180,1.031,180,4.093E-8,5.193,-17.011
180,1,190,1.039,190,3.481E-8,5.247,-17.173
190,1,200,1.039,200,2.984E-8,5.298,-17.327
200,1,210,1.034,210,2.578E-8,5.347,-17.474
210,1,220,1.023,220,2.242E-8,5.394,-17.613
220,1,230,1.007,230,1.962E-8,5.438,-17.747
230,1,240,0.987,240,1.727E-8,5.481,-17.874
240,1,250,0.965,250,1.528E-8,5.521,-17.997
250,1,260,0.945,260,1.358E-8,5.561,-18.114
260,1,270,0.932,270,1.213E-8,5.598,-18.228
270,1,280,0.937,280,1.088E-8,5.635,-18.337
280,1,290,0.970,290,9.789E-9,5.670,-18.442
290,1,300,1.044,300,8.842E-9,5.704,-18.544
300,1,310,1.171,310,8.014E-9,5.737,-18.642
310,1,320,1.356,320,7.286E-9,5.768,-18.737
320,1,330,1.592,330,1.329E-8,5.799,-18.137
330,2,340,1.854,340,1.215E-8,5.829,-18.226
340,2,350,2.078,350,1.114E-8,5.858,-18.313
350,2,360,2.154,360,1.023E-8,5.886,-18.398
360,2,370,1.896,370,9.426E-9,5.914,-18.480
370,2,380,1.021,380,4.351E-9,5.940,-19.253
380,1,NaN,NaN,NaN,NaN,NaN,NaN
