Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.011,10,4.775E-4,2.303,-7.647
10,2,20,2.916,20,8.952E-5,2.996,-9.321
20,3,30,3.275,30,2.653E-5,3.401,-10.537
30,3,40,5.483,40,2.238E-5,3.689,-10.707
40,6,50,6.611,50,1.146E-5,3.912,-11.377
50,6,60,4.537,60,5.526E-6,4.094,-12.106
60,5,70,1.220,70,6.960E-7,4.248,-14.178
70,1,80,0.940,80,4.663E-7,4.382,-14.578
80,1,90,1.007,90,3.275E-7,4.500,-14.932
90,1,NaN,NaN,NaN,NaN,NaN,NaN
