Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.990,10,2.387E-4,2.303,-8.340
10,1,20,1.070,20,2.984E-5,2.996,-10.420
20,1,30,0.847,30,8.842E-6,3.401,-11.636
30,1,40,1.009,40,3.730E-6,3.689,-12.499
40,1,50,1.387,50,1.910E-6,3.912,-13.168
50,1,60,1.656,60,2.210E-6,4.094,-13.022
60,2,70,1.664,70,1.392E-6,4.248,-13.485
70,2,80,1.487,80,4.663E-7,4.382,-14.578
80,1,90,1.308,90,3.275E-7,4.500,-14.932
90,1,100,1.257,100,4.775E-7,4.605,-14.555
100,2,110,1.279,110,1.794E-7,4.700,-15.534
110,1,120,1.167,120,1.382E-7,4.787,-15.795
120,1,130,0.847,130,1.087E-7,4.868,-16.035
130,1,140,1.033,140,8.700E-8,4.942,-16.257
140,1,NaN,NaN,NaN,NaN,NaN,NaN
