Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,4.017,10,9.549E-4,2.303,-6.954
10,4,20,2.894,20,8.952E-5,2.996,-9.321
20,3,30,5.272,30,4.421E-5,3.401,-10.027
30,5,40,4.651,40,1.865E-5,3.689,-10.890
40,5,50,3.170,50,5.730E-6,3.912,-12.070
50,3,60,3.125,60,3.316E-6,4.094,-12.617
60,3,70,3.749,70,2.784E-6,4.248,-12.792
70,4,80,3.169,80,1.399E-6,4.382,-13.480
80,3,90,1.944,90,6.550E-7,4.500,-14.239
90,2,100,1.007,100,2.387E-7,4.605,-15.248
100,1,NaN,NaN,NaN,NaN,NaN,NaN
