Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,4.011,10,9.549E-4,2.303,-6.954
10,4,20,1.934,20,5.968E-5,2.996,-9.726
20,2,30,1.133,30,8.842E-6,3.401,-11.636
30,1,40,0.915,40,3.730E-6,3.689,-12.499
40,1,50,0.952,50,1.910E-6,3.912,-13.168
50,1,60,1.042,60,1.105E-6,4.094,-13.715
60,1,70,1.064,70,6.960E-7,4.248,-14.178
70,1,80,0.992,80,4.663E-7,4.382,-14.578
80,1,90,0.909,90,3.275E-7,4.500,-14.932
90,1,100,0.959,100,2.387E-7,4.605,-15.248
100,1,110,1.252,110,1.794E-7,4.700,-15.534
110,1,120,1.738,120,2.763E-7,4.787,-15.102
120,2,130,2.129,130,2.173E-7,4.868,-15.342
130,2,140,1.969,140,1.740E-7,4.942,-15.564
140,2,150,1.003,150,7.074E-8,5.011,-16.464
150,1,NaN,NaN,NaN,NaN,NaN,NaN
