Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.089,10,2.387E-4,2.303,-8.340
10,1,20,0.703,20,2.984E-5,2.996,-10.420
20,1,30,1.247,30,8.842E-6,3.401,-11.636
30,1,40,1.041,40,3.730E-6,3.689,-12.499
40,1,50,0.669,50,1.910E-6,3.912,-13.168
50,1,60,0.952,60,1.105E-6,4.094,-13.715
60,1,70,2.120,70,6.960E-7,4.248,-14.178
70,1,80,3.745,80,1.865E-6,4.382,-13.192
80,4,90,5.067,90,1.965E-6,4.500,-13.140
90,6,100,5.437,100,1.432E-6,4.605,-13.456
100,6,110,4.651,110,7.175E-7,4.700,-14.148
110,4,120,3.068,120,2.763E-7,4.787,-15.102
120,2,130,1.458,130,2.173E-7,4.868,-15.342
130,2,140,0.611,140,8.700E-8,4.942,-16.257
140,1,150,0.826,150,7.074E-8,5.011,-16.464
150,1,160,1.464,160,5.828E-8,5.075,-16.658
160,1,170,0.850,170,4.859E-8,5.136,-16.840
170,1,NaN,NaN,NaN,NaN,NaN,NaN
