Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,4.122,10,9.549E-4,2.303,-6.954
10,4,20,5.471,20,1.790E-4,2.996,-8.628
20,6,30,5.673,30,4.421E-5,3.401,-10.027
30,5,40,5.129,40,1.865E-5,3.689,-10.890
40,5,50,4.203,50,9.549E-6,3.912,-11.559
50,5,60,3.210,60,3.316E-6,4.094,-12.617
60,3,70,2.394,70,1.392E-6,4.248,-13.485
70,2,80,1.907,80,9.325E-7,4.382,-13.885
80,2,90,1.791,90,6.550E-7,4.500,-14.239
90,2,100,1.990,100,4.775E-7,4.605,-14.555
100,2,110,2.364,110,3.587E-7,4.700,-14.841
110,2,120,2.733,120,4.145E-7,4.787,-14.696
120,3,130,2.926,130,3.260E-7,4.868,-14.936
130,3,140,2.838,140,2.610E-7,4.942,-15.159
140,3,150,2.471,150,1.415E-7,5.011,-15.771
150,2,160,1.958,160,1.166E-7,5.075,-15.965
160,2,170,1.535,170,9.718E-8,5.136,-16.147
170,2,180,1.449,180,4.093E-8,5.193,-17.011
180,1,190,1.772,190,6.961E-8,5.247,-16.480
190,2,200,2.080,200,5.968E-8,5.298,-16.634
200,2,210,0.985,210,2.578E-8,5.347,-17.474
210,1,NaN,NaN,NaN,NaN,NaN,NaN
