Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,6.005,10,0.001,2.303,-6.548
10,6,20,7.068,20,2.089E-4,2.996,-8.474
20,7,30,5.678,30,5.305E-5,3.401,-9.844
30,6,40,4.322,40,1.492E-5,3.689,-11.113
40,4,50,3.585,50,5.730E-6,3.912,-12.070
50,3,60,3.271,60,5.526E-6,4.094,-12.106
60,5,70,3.053,70,1.392E-6,4.248,-13.485
70,2,80,2.770,80,9.325E-7,4.382,-13.885
80,2,90,2.501,90,6.550E-7,4.500,-14.239
90,2,100,2.490,100,1.194E-6,4.605,-13.638
100,5,110,3.007,110,5.381E-7,4.700,-14.435
110,3,120,4.208,120,5.526E-7,4.787,-14.409
120,4,130,6.035,130,3.260E-7,4.868,-14.936
130,3,140,8.187,140,6.960E-7,4.942,-14.178
140,8,150,10.163,150,9.196E-7,5.011,-13.899
150,13,160,11.390,160,7.577E-7,5.075,-14.093
160,13,170,11.397,170,4.859E-7,5.136,-14.537
170,10,180,9.999,180,2.865E-7,5.193,-15.065
180,7,190,7.453,190,3.481E-7,5.247,-14.871
190,10,200,4.486,200,1.194E-7,5.298,-15.941
200,4,210,2.135,210,5.156E-8,5.347,-16.781
210,2,220,1.276,220,4.484E-8,5.394,-16.920
220,2,230,1.727,230,1.962E-8,5.438,-17.747
230,1,240,0.794,240,1.727E-8,5.481,-17.874
240,1,NaN,NaN,NaN,NaN,NaN,NaN
