Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.151,10,2.387E-4,2.303,-8.340
10,1,20,1.860,20,5.968E-5,2.996,-9.726
20,2,30,2.358,30,2.653E-5,3.401,-10.537
30,3,40,2.597,40,7.460E-6,3.689,-11.806
40,2,50,2.609,50,3.820E-6,3.912,-12.475
50,2,60,2.464,60,3.316E-6,4.094,-12.617
60,3,70,2.237,70,1.392E-6,4.248,-13.485
70,2,80,1.993,80,9.325E-7,4.382,-13.885
80,2,90,1.776,90,6.550E-7,4.500,-14.239
90,2,100,1.610,100,4.775E-7,4.605,-14.555
100,2,110,1.495,110,3.587E-7,4.700,-14.841
110,2,120,1.419,120,1.382E-7,4.787,-15.795
120,1,130,1.360,130,1.087E-7,4.868,-16.035
130,1,140,1.298,140,8.700E-8,4.942,-16.257
140,1,150,1.214,150,7.074E-8,5.011,-16.464
150,1,160,1.102,160,5.828E-8,5.075,-16.658
160,1,170,0.967,170,4.859E-8,5.136,-16.840
170,1,180,0.826,180,4.093E-8,5.193,-17.011
180,1,190,0.709,190,3.481E-8,5.247,-17.173
190,1,200,0.649,200,2.984E-8,5.298,-17.327
200,1,210,0.680,210,2.578E-8,5.347,-17.474
210,1,220,0.829,220,2.242E-8,5.394,-17.613
220,1,230,1.107,230,1.962E-8,5.438,-17.747
230,1,240,1.501,240,1.727E-8,5.481,-17.874
240,1,250,1.972,250,1.528E-8,5.521,-17.997
250,1,260,2.450,260,2.717E-8,5.561,-17.421
260,2,270,2.843,270,3.639E-8,5.598,-17.129
270,3,280,3.044,280,5.438E-8,5.635,-16.727
280,5,290,2.956,290,2.937E-8,5.670,-17.343
290,3,300,2.526,300,1.768E-8,5.704,-17.851
300,2,310,1.795,310,8.014E-9,5.737,-18.642
310,1,320,0.962,320,7.286E-9,5.768,-18.737
320,1,330,0.479,330,6.643E-9,5.799,-18.830
330,1,340,1.161,340,6.074E-9,5.829,-18.919
340,1,NaN,NaN,NaN,NaN,NaN,NaN
