Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,5.013,10,0.001,2.303,-6.731
10,5,20,9.745,20,2.984E-4,2.996,-8.117
20,10,30,6.269,30,4.421E-5,3.401,-10.027
30,5,40,4.340,40,2.611E-5,3.689,-10.553
40,7,50,5.994,50,7.639E-6,3.912,-11.782
50,4,60,9.401,60,8.842E-6,4.094,-11.636
60,8,70,12.143,70,1.044E-5,4.248,-11.470
70,15,80,13.132,80,6.528E-6,4.382,-11.939
80,14,90,12.946,90,2.620E-6,4.500,-12.852
90,8,100,12.805,100,4.058E-6,4.605,-12.415
100,17,110,12.940,110,2.152E-6,4.700,-13.049
110,12,120,11.620,120,1.520E-6,4.787,-13.397
120,11,130,6.576,130,7.606E-7,4.868,-14.089
130,7,140,1.076,140,8.700E-8,4.942,-16.257
140,1,NaN,NaN,NaN,NaN,NaN,NaN
