Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.980,10,4.775E-4,2.303,-7.647
10,2,20,2.143,20,5.968E-5,2.996,-9.726
20,2,30,2.565,30,2.653E-5,3.401,-10.537
30,3,40,1.705,40,3.730E-6,3.689,-12.499
40,1,50,1.385,50,3.820E-6,3.912,-12.475
50,2,60,2.207,60,2.210E-6,4.094,-13.022
60,2,70,3.093,70,2.088E-6,4.248,-13.079
70,3,80,2.895,80,1.399E-6,4.382,-13.480
80,3,90,2.021,90,6.550E-7,4.500,-14.239
90,2,100,2.008,100,4.775E-7,4.605,-14.555
100,2,110,0.997,110,1.794E-7,4.700,-15.534
110,1,NaN,NaN,NaN,NaN,NaN,NaN
