Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.061,10,2.387E-4,2.303,-8.340
10,1,20,0.930,20,2.984E-5,2.996,-10.420
20,1,30,0.927,30,8.842E-6,3.401,-11.636
30,1,40,0.987,40,3.730E-6,3.689,-12.499
40,1,50,1.055,50,1.910E-6,3.912,-13.168
50,1,60,1.093,60,1.105E-6,4.094,-13.715
60,1,70,1.085,70,6.960E-7,4.248,-14.178
70,1,80,1.033,80,4.663E-7,4.382,-14.578
80,1,90,0.956,90,3.275E-7,4.500,-14.932
90,1,100,0.880,100,2.387E-7,4.605,-15.248
100,1,110,0.836,110,1.794E-7,4.700,-15.534
110,1,120,0.849,120,1.382E-7,4.787,-15.795
120,1,130,0.939,130,1.087E-7,4.868,-16.035
130,1,140,1.110,140,8.700E-8,4.942,-16.257
140,1,150,1.357,150,7.074E-8,5.011,-16.464
150,1,160,1.657,160,5.828E-8,5.075,-16.658
160,1,170,1.981,170,9.718E-8,5.136,-16.147
170,2,180,2.288,180,1.228E-7,5.193,-15.913
180,3,190,2.540,190,1.044E-7,5.247,-16.075
190,3,200,2.701,200,8.952E-8,5.298,-16.229
200,3,210,2.748,210,5.156E-8,5.347,-16.781
210,2,220,2.673,220,6.726E-8,5.394,-16.515
220,3,230,2.489,230,3.924E-8,5.438,-17.054
230,2,240,2.230,240,3.454E-8,5.481,-17.181
240,2,250,1.944,250,3.056E-8,5.521,-17.304
250,2,260,1.687,260,2.717E-8,5.561,-17.421
260,2,270,1.499,270,2.426E-8,5.598,-17.535
270,2,280,1.377,280,1.088E-8,5.635,-18.337
280,1,290,1.236,290,9.789E-9,5.670,-18.442
290,1,300,0.849,300,8.842E-9,5.704,-18.544
300,1,NaN,NaN,NaN,NaN,NaN,NaN
