Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.989,10,9.549E-4,2.303,-6.954
10,4,20,4.074,20,1.194E-4,2.996,-9.033
20,4,30,2.798,30,2.653E-5,3.401,-10.537
30,3,40,3.250,40,1.119E-5,3.689,-11.400
40,3,50,4.958,50,9.549E-6,3.912,-11.559
50,5,60,5.709,60,6.631E-6,4.094,-11.924
60,6,70,4.416,70,2.784E-6,4.248,-12.792
70,4,80,2.727,80,1.399E-6,4.382,-13.480
80,3,90,3.092,90,9.824E-7,4.500,-13.833
90,3,100,0.987,100,2.387E-7,4.605,-15.248
100,1,NaN,NaN,NaN,NaN,NaN,NaN
