Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.041,10,7.162E-4,2.303,-7.242
10,3,20,3.055,20,8.952E-5,2.996,-9.321
20,3,30,2.634,30,2.653E-5,3.401,-10.537
30,3,40,2.050,40,7.460E-6,3.689,-11.806
40,2,50,1.484,50,1.910E-6,3.912,-13.168
50,1,60,1.050,60,1.105E-6,4.094,-13.715
60,1,70,0.806,70,6.960E-7,4.248,-14.178
70,1,80,0.766,80,4.663E-7,4.382,-14.578
80,1,90,0.917,90,3.275E-7,4.500,-14.932
90,1,100,1.222,100,2.387E-7,4.605,-15.248
100,1,110,1.632,110,3.587E-7,4.700,-14.841
110,2,120,2.093,120,2.763E-7,4.787,-15.102
120,2,130,2.549,130,2.173E-7,4.868,-15.342
130,2,140,2.951,140,2.610E-7,4.942,-15.159
140,3,150,3.260,150,2.122E-7,5.011,-15.366
150,3,160,3.447,160,2.331E-7,5.075,-15.272
160,4,170,3.502,170,1.944E-7,5.136,-15.454
170,4,180,3.427,180,1.228E-7,5.193,-15.913
180,3,190,3.240,190,1.044E-7,5.247,-16.075
190,3,200,2.972,200,8.952E-8,5.298,-16.229
200,3,210,2.664,210,7.733E-8,5.347,-16.375
210,3,220,2.357,220,4.484E-8,5.394,-16.920
220,2,230,2.084,230,3.924E-8,5.438,-17.054
230,2,240,1.859,240,3.454E-8,5.481,-17.181
240,2,250,1.655,250,3.056E-8,5.521,-17.304
250,2,260,1.390,260,1.358E-8,5.561,-18.114
260,1,270,0.893,270,1.213E-8,5.598,-18.228
270,1,NaN,NaN,NaN,NaN,NaN,NaN
