Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,2.978,10,7.162E-4,2.303,-7.242
10,3,20,2.990,20,8.952E-5,2.996,-9.321
20,3,30,3.378,30,2.653E-5,3.401,-10.537
30,3,40,4.196,40,1.865E-5,3.689,-10.890
40,5,50,5.101,50,9.549E-6,3.912,-11.559
50,5,60,5.660,60,4.421E-6,4.094,-12.329
60,4,70,5.658,70,5.568E-6,4.248,-12.098
70,8,80,5.229,80,1.865E-6,4.382,-13.192
80,4,90,4.737,90,1.637E-6,4.500,-13.322
90,5,100,4.458,100,9.549E-7,4.605,-13.862
100,4,110,4.248,110,8.968E-7,4.700,-13.924
110,5,120,3.506,120,4.145E-7,4.787,-14.696
120,3,130,1.842,130,2.173E-7,4.868,-15.342
130,2,140,1.019,140,8.700E-8,4.942,-16.257
140,1,NaN,NaN,NaN,NaN,NaN,NaN
