Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.911,10,2.387E-4,2.303,-8.340
10,1,20,1.269,20,2.984E-5,2.996,-10.420
20,1,30,0.905,30,8.842E-6,3.401,-11.636
30,1,40,0.762,40,3.730E-6,3.689,-12.499
40,1,50,0.919,50,1.910E-6,3.912,-13.168
50,1,60,1.155,60,1.105E-6,4.094,-13.715
60,1,70,1.256,70,6.960E-7,4.248,-14.178
70,1,80,1.145,80,4.663E-7,4.382,-14.578
80,1,90,0.897,90,3.275E-7,4.500,-14.932
90,1,100,0.678,100,2.387E-7,4.605,-15.248
100,1,110,0.663,110,1.794E-7,4.700,-15.534
110,1,120,0.965,120,1.382E-7,4.787,-15.795
120,1,130,1.584,130,1.087E-7,4.868,-16.035
130,1,140,2.399,140,1.740E-7,4.942,-15.564
140,2,150,3.203,150,2.122E-7,5.011,-15.366
150,3,160,3.772,160,2.914E-7,5.075,-15.048
160,5,170,3.946,170,1.944E-7,5.136,-15.454
170,4,180,3.703,180,1.228E-7,5.193,-15.913
180,3,190,3.182,190,1.044E-7,5.247,-16.075
190,3,200,2.605,200,8.952E-8,5.298,-16.229
200,3,210,2.057,210,5.156E-8,5.347,-16.781
210,2,220,1.024,220,2.242E-8,5.394,-17.613
220,1,NaN,NaN,NaN,NaN,NaN,NaN
