Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,0.979,10,2.387E-4,2.303,-8.340
10,1,20,1.089,20,2.984E-5,2.996,-10.420
20,1,30,0.906,30,8.842E-6,3.401,-11.636
30,1,40,0.932,40,3.730E-6,3.689,-12.499
40,1,50,1.134,50,1.910E-6,3.912,-13.168
50,1,60,1.104,60,1.105E-6,4.094,-13.715
60,1,70,0.810,70,6.960E-7,4.248,-14.178
70,1,80,0.799,80,4.663E-7,4.382,-14.578
80,1,90,1.559,90,3.275E-7,4.500,-14.932
90,1,100,2.543,100,7.162E-7,4.605,-14.149
100,3,110,2.173,110,3.587E-7,4.700,-14.841
110,2,120,0.974,120,1.382E-7,4.787,-15.795
120,1,NaN,NaN,NaN,NaN,NaN,NaN
