Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.220,10,7.162E-4,2.303,-7.242
10,3,20,3.503,20,1.194E-4,2.996,-9.033
20,4,30,3.835,30,3.537E-5,3.401,-10.250
30,4,40,3.908,40,1.119E-5,3.689,-11.400
40,3,50,3.657,50,7.639E-6,3.912,-11.782
50,4,60,3.154,60,3.316E-6,4.094,-12.617
60,3,70,2.527,70,2.088E-6,4.248,-13.079
70,3,80,1.906,80,9.325E-7,4.382,-13.885
80,2,90,1.391,90,3.275E-7,4.500,-14.932
90,1,100,1.041,100,2.387E-7,4.605,-15.248
100,1,110,0.869,110,1.794E-7,4.700,-15.534
110,1,120,0.849,120,1.382E-7,4.787,-15.795
120,1,130,0.931,130,1.087E-7,4.868,-16.035
130,1,140,1.051,140,8.700E-8,4.942,-16.257
140,1,150,1.150,150,7.074E-8,5.011,-16.464
150,1,160,1.184,160,5.828E-8,5.075,-16.658
160,1,170,1.134,170,4.859E-8,5.136,-16.840
170,1,180,1.011,180,4.093E-8,5.193,-17.011
180,1,190,0.852,190,3.481E-8,5.247,-17.173
190,1,200,0.723,200,2.984E-8,5.298,-17.327
200,1,210,0.698,210,2.578E-8,5.347,-17.474
210,1,220,0.853,220,2.242E-8,5.394,-17.613
220,1,230,1.247,230,1.962E-8,5.438,-17.747
230,1,240,1.906,240,1.727E-8,5.481,-17.874
240,1,250,2.804,250,4.584E-8,5.521,-16.898
250,3,260,3.856,260,5.433E-8,5.561,-16.728
260,4,270,4.914,270,7.277E-8,5.598,-16.436
270,6,280,5.773,280,5.438E-8,5.635,-16.727
280,5,290,6.197,290,4.894E-8,5.670,-16.833
290,5,300,5.959,300,7.074E-8,5.704,-16.464
300,8,310,4.917,310,3.205E-8,5.737,-17.256
310,4,320,3.105,320,2.186E-8,5.768,-17.639
320,3,330,0.876,330,6.643E-9,5.799,-18.830
330,1,NaN,NaN,NaN,NaN,NaN,NaN
