Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.932,10,9.549E-4,2.303,-6.954
10,4,20,2.286,20,5.968E-5,2.996,-9.726
20,2,30,1.735,30,1.768E-5,3.401,-10.943
30,2,40,1.827,40,7.460E-6,3.689,-11.806
40,2,50,2.092,50,3.820E-6,3.912,-12.475
50,2,60,2.228,60,2.210E-6,4.094,-13.022
60,2,70,2.145,70,1.392E-6,4.248,-13.485
70,2,80,1.931,80,9.325E-7,4.382,-13.885
80,2,90,1.764,90,6.550E-7,4.500,-14.239
90,2,100,1.822,100,4.775E-7,4.605,-14.555
100,2,110,2.208,110,3.587E-7,4.700,-14.841
110,2,120,2.905,120,4.145E-7,4.787,-14.696
120,3,130,3.777,130,4.347E-7,4.868,-14.649
130,4,140,4.605,140,3.480E-7,4.942,-14.871
140,4,150,5.164,150,2.829E-7,5.011,-15.078
150,4,160,5.305,160,4.663E-7,5.075,-14.578
160,8,170,5.025,170,1.944E-7,5.136,-15.454
170,4,180,4.494,180,1.637E-7,5.193,-15.625
180,4,190,3.983,190,1.392E-7,5.247,-15.787
190,4,200,3.651,200,1.194E-7,5.298,-15.941
200,4,210,3.120,210,7.733E-8,5.347,-16.375
210,3,NaN,NaN,NaN,NaN,NaN,NaN
