Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,7,10,4.927,10,0.001,2.303,-6.731
10,5,20,1.382,20,2.984E-5,2.996,-10.420
20,1,30,0.586,30,8.842E-6,3.401,-11.636
30,1,40,0.739,40,3.730E-6,3.689,-12.499
40,1,50,1.072,50,1.910E-6,3.912,-13.168
50,1,60,1.358,60,1.105E-6,4.094,-13.715
60,1,70,1.605,70,6.960E-7,4.248,-14.178
70,1,80,1.866,80,4.663E-7,4.382,-14.578
80,1,90,2.160,90,1.637E-6,4.500,-13.322
90,5,100,2.446,100,4.775E-7,4.605,-14.555
100,2,110,2.642,110,3.587E-7,4.700,-14.841
110,2,120,2.666,120,4.145E-7,4.787,-14.696
120,3,130,2.474,130,1.087E-7,4.868,-16.035
130,1,140,2.086,140,2.610E-7,4.942,-15.159
140,3,150,1.600,150,7.074E-8,5.011,-16.464
150,1,160,1.172,160,5.828E-8,5.075,-16.658
160,1,170,0.985,170,4.859E-8,5.136,-16.840
170,1,180,1.194,180,1.637E-7,5.193,-15.625
180,4,190,1.866,190,3.481E-8,5.247,-17.173
190,1,200,2.922,200,5.968E-8,5.298,-16.634
200,2,210,4.109,210,7.733E-8,5.347,-16.375
210,3,220,5.018,220,6.726E-8,5.394,-16.515
220,3,230,5.170,230,1.962E-7,5.438,-15.444
230,10,240,4.218,240,5.181E-8,5.481,-16.776
240,3,250,2.279,250,1.528E-8,5.521,-17.997
250,1,260,0.459,260,1.358E-8,5.561,-18.114
260,1,NaN,NaN,NaN,NaN,NaN,NaN
