Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.682,10,7.162E-4,2.303,-7.242
10,3,20,1.663,20,2.984E-5,2.996,-10.420
20,1,30,1.010,30,8.842E-6,3.401,-11.636
30,1,40,0.705,40,3.730E-6,3.689,-12.499
40,1,50,0.684,50,1.910E-6,3.912,-13.168
50,1,60,0.862,60,1.105E-6,4.094,-13.715
60,1,70,1.150,70,6.960E-7,4.248,-14.178
70,1,80,1.469,80,4.663E-7,4.382,-14.578
80,1,90,1.758,90,6.550E-7,4.500,-14.239
90,2,100,1.975,100,4.775E-7,4.605,-14.555
100,2,110,2.100,110,3.587E-7,4.700,-14.841
110,2,120,2.132,120,2.763E-7,4.787,-15.102
120,2,130,2.088,130,2.173E-7,4.868,-15.342
130,2,140,1.995,140,1.740E-7,4.942,-15.564
140,2,150,1.888,150,1.415E-7,5.011,-15.771
150,2,160,1.803,160,1.166E-7,5.075,-15.965
160,2,170,1.772,170,9.718E-8,5.136,-16.147
170,2,180,1.819,180,8.187E-8,5.193,-16.318
180,2,190,1.958,190,6.961E-8,5.247,-16.480
190,2,200,2.187,200,5.968E-8,5.298,-16.634
200,2,210,2.491,210,5.156E-8,5.347,-16.781
210,2,220,2.841,220,6.726E-8,5.394,-16.515
220,3,230,3.195,230,5.886E-8,5.438,-16.648
230,3,240,3.504,240,5.181E-8,5.481,-16.776
240,3,250,3.716,250,6.112E-8,5.521,-16.611
250,4,260,3.779,260,5.433E-8,5.561,-16.728
260,4,270,3.657,270,4.852E-8,5.598,-16.841
270,4,280,3.330,280,4.350E-8,5.635,-16.950
280,4,290,2.808,290,2.937E-8,5.670,-17.343
290,3,300,2.141,300,8.842E-9,5.704,-18.544
300,1,310,1.426,310,8.014E-9,5.737,-18.642
310,1,320,0.817,320,7.286E-9,5.768,-18.737
320,1,330,0.534,330,6.643E-9,5.799,-18.830
330,1,340,0.870,340,6.074E-9,5.829,-18.919
340,1,350,2.192,350,1.114E-8,5.858,-18.313
350,2,NaN,NaN,NaN,NaN,NaN,NaN
