Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,0.993,10,2.387E-4,2.303,-8.340
10,1,20,1.021,20,2.984E-5,2.996,-10.420
20,1,30,1.003,30,8.842E-6,3.401,-11.636
30,1,40,0.951,40,3.730E-6,3.689,-12.499
40,1,50,0.990,50,1.910E-6,3.912,-13.168
50,1,60,1.066,60,1.105E-6,4.094,-13.715
60,1,70,1.056,70,6.960E-7,4.248,-14.178
70,1,80,0.942,80,4.663E-7,4.382,-14.578
80,1,90,0.867,90,3.275E-7,4.500,-14.932
90,1,100,1.013,100,2.387E-7,4.605,-15.248
100,1,110,1.365,110,1.794E-7,4.700,-15.534
110,1,120,1.567,120,2.763E-7,4.787,-15.102
120,2,130,1.201,130,1.087E-7,4.868,-16.035
130,1,140,0.965,140,8.700E-8,4.942,-16.257
140,1,NaN,NaN,NaN,NaN,NaN,NaN
