Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.043,10,7.162E-4,2.303,-7.242
10,3,20,4.836,20,1.492E-4,2.996,-8.810
20,5,30,6.045,30,5.305E-5,3.401,-9.844
30,6,40,6.492,40,2.238E-5,3.689,-10.707
40,6,50,6.254,50,1.337E-5,3.912,-11.223
50,7,60,5.529,60,5.526E-6,4.094,-12.106
60,5,70,4.548,70,3.480E-6,4.248,-12.568
70,5,80,3.519,80,1.399E-6,4.382,-13.480
80,3,90,2.595,90,9.824E-7,4.500,-13.833
90,3,100,1.867,100,4.775E-7,4.605,-14.555
100,2,110,1.365,110,1.794E-7,4.700,-15.534
110,1,120,1.073,120,1.382E-7,4.787,-15.795
120,1,130,0.945,130,1.087E-7,4.868,-16.035
130,1,140,0.922,140,8.700E-8,4.942,-16.257
140,1,150,0.947,150,7.074E-8,5.011,-16.464
150,1,160,0.978,160,5.828E-8,5.075,-16.658
160,1,170,0.994,170,4.859E-8,5.136,-16.840
170,1,180,0.993,180,4.093E-8,5.193,-17.011
180,1,190,0.990,190,3.481E-8,5.247,-17.173
190,1,200,1.005,200,2.984E-8,5.298,-17.327
200,1,210,1.055,210,2.578E-8,5.347,-17.474
210,1,220,1.138,220,2.242E-8,5.394,-17.613
220,1,230,1.232,230,1.962E-8,5.438,-17.747
230,1,240,1.292,240,3.454E-8,5.481,-17.181
240,2,250,1.267,250,1.528E-8,5.521,-17.997
250,1,260,1.134,260,1.358E-8,5.561,-18.114
260,1,270,0.957,270,1.213E-8,5.598,-18.228
270,1,280,0.983,280,1.088E-8,5.635,-18.337
280,1,NaN,NaN,NaN,NaN,NaN,NaN
