Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.209,10,2.387E-4,2.303,-8.340
10,1,20,0.568,20,2.984E-5,2.996,-10.420
20,1,30,0.891,30,8.842E-6,3.401,-11.636
30,1,40,1.266,40,3.730E-6,3.689,-12.499
40,1,50,1.365,50,1.910E-6,3.912,-13.168
50,1,60,1.186,60,1.105E-6,4.094,-13.715
60,1,70,0.875,70,6.960E-7,4.248,-14.178
70,1,80,0.612,80,4.663E-7,4.382,-14.578
80,1,90,0.538,90,3.275E-7,4.500,-14.932
90,1,100,0.724,100,2.387E-7,4.605,-15.248
100,1,110,1.165,110,1.794E-7,4.700,-15.534
110,1,120,1.794,120,1.382E-7,4.787,-15.795
120,1,130,2.504,130,2.173E-7,4.868,-15.342
130,2,140,3.173,140,2.610E-7,4.942,-15.159
140,3,150,3.693,150,2.829E-7,5.011,-15.078
150,4,160,3.988,160,2.914E-7,5.075,-15.048
160,5,170,4.026,170,1.944E-7,5.136,-15.454
170,4,180,3.824,180,1.637E-7,5.193,-15.625
180,4,190,3.444,190,1.044E-7,5.247,-16.075
190,3,200,2.973,200,8.952E-8,5.298,-16.229
200,3,210,2.504,210,5.156E-8,5.347,-16.781
210,2,220,2.116,220,4.484E-8,5.394,-16.920
220,2,230,1.848,230,3.924E-8,5.438,-17.054
230,2,240,1.688,240,3.454E-8,5.481,-17.181
240,2,250,1.572,250,3.056E-8,5.521,-17.304
250,2,260,1.415,260,1.358E-8,5.561,-18.114
260,1,270,1.160,270,1.213E-8,5.598,-18.228
270,1,280,0.892,280,1.088E-8,5.635,-18.337
280,1,290,0.988,290,9.789E-9,5.670,-18.442
290,1,NaN,NaN,NaN,NaN,NaN,NaN
