Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,1.972,10,4.775E-4,2.303,-7.647
10,2,20,2.071,20,5.968E-5,2.996,-9.726
20,2,30,1.964,30,1.768E-5,3.401,-10.943
30,2,40,1.720,40,7.460E-6,3.689,-11.806
40,2,50,1.417,50,1.910E-6,3.912,-13.168
50,1,60,1.125,60,1.105E-6,4.094,-13.715
60,1,70,0.901,70,6.960E-7,4.248,-14.178
70,1,80,0.784,80,4.663E-7,4.382,-14.578
80,1,90,0.791,90,3.275E-7,4.500,-14.932
90,1,100,0.922,100,2.387E-7,4.605,-15.248
100,1,110,1.160,110,1.794E-7,4.700,-15.534
110,1,120,1.478,120,1.382E-7,4.787,-15.795
120,1,130,1.840,130,2.173E-7,4.868,-15.342
130,2,140,2.211,140,1.740E-7,4.942,-15.564
140,2,150,2.558,150,2.122E-7,5.011,-15.366
150,3,160,2.852,160,1.749E-7,5.075,-15.559
160,3,170,3.075,170,1.458E-7,5.136,-15.741
170,3,180,3.219,180,1.228E-7,5.193,-15.913
180,3,190,3.288,190,1.044E-7,5.247,-16.075
190,3,200,3.291,200,1.194E-7,5.298,-15.941
200,4,210,3.246,210,7.733E-8,5.347,-16.375
210,3,220,3.173,220,6.726E-8,5.394,-16.515
220,3,230,3.086,230,5.886E-8,5.438,-16.648
230,3,240,2.992,240,5.181E-8,5.481,-16.776
240,3,250,2.877,250,4.584E-8,5.521,-16.898
250,3,260,2.705,260,4.075E-8,5.561,-17.016
260,3,270,2.407,270,2.426E-8,5.598,-17.535
270,2,280,1.874,280,2.175E-8,5.635,-17.644
280,2,NaN,NaN,NaN,NaN,NaN,NaN
