Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.692,10,7.162E-4,2.303,-7.242
10,3,20,5.214,20,1.790E-4,2.996,-8.628
20,6,30,5.580,30,5.305E-5,3.401,-9.844
30,6,40,5.256,40,2.238E-5,3.689,-10.707
40,6,50,4.577,50,7.639E-6,3.912,-11.782
50,4,60,3.773,60,3.316E-6,4.094,-12.617
60,3,70,2.992,70,1.392E-6,4.248,-13.485
70,2,80,2.320,80,9.325E-7,4.382,-13.885
80,2,90,1.795,90,6.550E-7,4.500,-14.239
90,2,100,1.427,100,4.775E-7,4.605,-14.555
100,2,110,1.203,110,3.587E-7,4.700,-14.841
110,2,120,1.096,120,2.763E-7,4.787,-15.102
120,2,130,1.075,130,1.087E-7,4.868,-16.035
130,1,140,1.110,140,8.700E-8,4.942,-16.257
140,1,150,1.170,150,7.074E-8,5.011,-16.464
150,1,160,1.231,160,5.828E-8,5.075,-16.658
160,1,170,1.275,170,4.859E-8,5.136,-16.840
170,1,180,1.291,180,4.093E-8,5.193,-17.011
180,1,190,1.273,190,3.481E-8,5.247,-17.173
190,1,200,1.223,200,2.984E-8,5.298,-17.327
200,1,210,1.144,210,2.578E-8,5.347,-17.474
210,1,220,1.047,220,2.242E-8,5.394,-17.613
220,1,230,0.942,230,1.962E-8,5.438,-17.747
230,1,240,0.840,240,1.727E-8,5.481,-17.874
240,1,250,0.755,250,1.528E-8,5.521,-17.997
250,1,260,0.697,260,1.358E-8,5.561,-18.114
260,1,270,0.674,270,1.213E-8,5.598,-18.228
270,1,280,0.695,280,1.088E-8,5.635,-18.337
280,1,290,0.762,290,9.789E-9,5.670,-18.442
290,1,300,0.877,300,8.842E-9,5.704,-18.544
300,1,310,1.040,310,8.014E-9,5.737,-18.642
310,1,320,1.246,320,7.286E-9,5.768,-18.737
320,1,330,1.490,330,6.643E-9,5.799,-18.830
330,1,340,1.767,340,6.074E-9,5.829,-18.919
340,1,350,2.068,350,5.568E-9,5.858,-19.006
350,1,360,2.384,360,1.023E-8,5.886,-18.398
360,2,370,2.706,370,1.885E-8,5.914,-17.787
370,4,380,3.021,380,1.740E-8,5.940,-17.867
380,4,390,3.315,390,1.610E-8,5.966,-17.945
390,4,400,3.567,400,1.492E-8,5.991,-18.021
400,4,410,3.747,410,1.039E-8,6.016,-18.382
410,3,420,3.813,420,9.667E-9,6.040,-18.455
420,3,430,3.703,430,9.008E-9,6.064,-18.525
430,3,440,3.329,440,1.121E-8,6.087,-18.306
440,4,450,2.564,450,7.860E-9,6.109,-18.662
450,3,460,1.233,460,2.453E-9,6.131,-19.826
460,1,NaN,NaN,NaN,NaN,NaN,NaN
