Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.889,10,4.775E-4,2.303,-7.647
10,2,20,1.267,20,2.984E-5,2.996,-10.420
20,1,30,0.956,30,8.842E-6,3.401,-11.636
30,1,40,0.861,40,3.730E-6,3.689,-12.499
40,1,50,0.894,50,1.910E-6,3.912,-13.168
50,1,60,0.983,60,1.105E-6,4.094,-13.715
60,1,70,1.070,70,6.960E-7,4.248,-14.178
70,1,80,1.118,80,4.663E-7,4.382,-14.578
80,1,90,1.109,90,3.275E-7,4.500,-14.932
90,1,100,1.048,100,2.387E-7,4.605,-15.248
100,1,110,0.956,110,1.794E-7,4.700,-15.534
110,1,120,0.867,120,1.382E-7,4.787,-15.795
120,1,130,0.825,130,1.087E-7,4.868,-16.035
130,1,140,0.872,140,8.700E-8,4.942,-16.257
140,1,150,1.045,150,7.074E-8,5.011,-16.464
150,1,160,1.362,160,5.828E-8,5.075,-16.658
160,1,170,1.820,170,9.718E-8,5.136,-16.147
170,2,180,2.386,180,8.187E-8,5.193,-16.318
180,2,190,2.995,190,1.044E-7,5.247,-16.075
190,3,200,3.557,200,1.194E-7,5.298,-15.941
200,4,210,3.958,210,1.031E-7,5.347,-16.087
210,4,220,4.087,220,8.968E-8,5.394,-16.227
220,4,230,3.855,230,7.849E-8,5.438,-16.360
230,4,240,3.241,240,5.181E-8,5.481,-16.776
240,3,250,2.345,250,3.056E-8,5.521,-17.304
250,2,260,1.461,260,2.717E-8,5.561,-17.421
260,2,270,1.172,270,1.213E-8,5.598,-18.228
270,1,NaN,NaN,NaN,NaN,NaN,NaN
