Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,6.059,10,0.001,2.303,-6.548
10,6,20,4.722,20,1.492E-4,2.996,-8.810
20,5,30,4.397,30,3.537E-5,3.401,-10.250
30,4,40,5.055,40,1.865E-5,3.689,-10.890
40,5,50,5.453,50,1.146E-5,3.912,-11.377
50,6,60,5.139,60,5.526E-6,4.094,-12.106
60,5,70,4.456,70,2.784E-6,4.248,-12.792
70,4,80,3.884,80,1.865E-6,4.382,-13.192
80,4,90,3.560,90,1.310E-6,4.500,-13.546
90,4,100,3.306,100,7.162E-7,4.605,-14.149
100,3,110,3.039,110,5.381E-7,4.700,-14.435
110,3,120,2.908,120,4.145E-7,4.787,-14.696
120,3,130,2.023,130,2.173E-7,4.868,-15.342
130,2,NaN,NaN,NaN,NaN,NaN,NaN
