Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,7,10,2.280,10,4.775E-4,2.303,-7.647
10,2,20,1.297,20,5.968E-5,2.996,-9.726
20,2,30,2.600,30,2.653E-5,3.401,-10.537
30,3,40,2.679,40,3.730E-6,3.689,-12.499
40,1,50,1.437,50,1.910E-6,3.912,-13.168
50,1,60,-0.011,60,1.105E-6,4.094,-13.715
60,1,70,-0.582,70,6.960E-7,4.248,-14.178
70,1,80,0.223,80,4.663E-7,4.382,-14.578
80,1,90,2.235,90,3.275E-7,4.500,-14.932
90,1,100,4.810,100,2.387E-7,4.605,-15.248
100,1,110,7.137,110,1.256E-6,4.700,-13.588
110,7,120,8.542,120,1.796E-6,4.787,-13.230
120,13,130,8.707,130,1.195E-6,4.868,-13.637
130,11,140,7.749,140,3.480E-7,4.942,-14.871
140,4,150,6.147,150,3.537E-7,5.011,-14.855
150,5,160,4.538,160,2.914E-7,5.075,-15.048
160,5,170,3.437,170,1.944E-7,5.136,-15.454
170,4,180,2.973,180,1.637E-7,5.193,-15.625
180,4,190,2.777,190,6.961E-8,5.247,-16.480
190,2,200,2.168,200,5.968E-8,5.298,-16.634
200,2,210,0.858,210,2.578E-8,5.347,-17.474
210,1,NaN,NaN,NaN,NaN,NaN,NaN
