Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.052,10,2.387E-4,2.303,-8.340
10,1,20,0.899,20,2.984E-5,2.996,-10.420
20,1,30,0.972,30,8.842E-6,3.401,-11.636
30,1,40,1.057,40,3.730E-6,3.689,-12.499
40,1,50,1.076,50,1.910E-6,3.912,-13.168
50,1,60,1.033,60,1.105E-6,4.094,-13.715
60,1,70,0.967,70,6.960E-7,4.248,-14.178
70,1,80,0.926,80,4.663E-7,4.382,-14.578
80,1,90,0.950,90,3.275E-7,4.500,-14.932
90,1,100,1.060,100,2.387E-7,4.605,-15.248
100,1,110,1.257,110,1.794E-7,4.700,-15.534
110,1,120,1.527,120,2.763E-7,4.787,-15.102
120,2,130,1.839,130,2.173E-7,4.868,-15.342
130,2,140,2.161,140,1.740E-7,4.942,-15.564
140,2,150,2.459,150,1.415E-7,5.011,-15.771
150,2,160,2.704,160,1.166E-7,5.075,-15.965
160,2,170,2.883,170,1.944E-7,5.136,-15.454
170,4,180,2.990,180,1.228E-7,5.193,-15.913
180,3,190,3.035,190,1.044E-7,5.247,-16.075
190,3,200,3.040,200,8.952E-8,5.298,-16.229
200,3,210,3.028,210,7.733E-8,5.347,-16.375
210,3,220,3.025,220,6.726E-8,5.394,-16.515
220,3,230,3.047,230,5.886E-8,5.438,-16.648
230,3,240,3.094,240,5.181E-8,5.481,-16.776
240,3,250,3.143,250,4.584E-8,5.521,-16.898
250,3,260,3.145,260,4.075E-8,5.561,-17.016
260,3,270,3.022,270,4.852E-8,5.598,-16.841
270,4,280,2.678,280,2.175E-8,5.635,-17.644
280,2,290,2.008,290,1.958E-8,5.670,-17.749
290,2,300,0.923,300,8.842E-9,5.704,-18.544
300,1,NaN,NaN,NaN,NaN,NaN,NaN
