Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.972,10,2.387E-4,2.303,-8.340
10,1,20,1.123,20,2.984E-5,2.996,-10.420
20,1,30,1.825,30,1.768E-5,3.401,-10.943
30,2,40,2.056,40,7.460E-6,3.689,-11.806
40,2,50,2.026,50,3.820E-6,3.912,-12.475
50,2,60,2.020,60,2.210E-6,4.094,-13.022
60,2,70,2.056,70,1.392E-6,4.248,-13.485
70,2,80,1.977,80,9.325E-7,4.382,-13.885
80,2,90,1.686,90,6.550E-7,4.500,-14.239
90,2,100,1.312,100,2.387E-7,4.605,-15.248
100,1,110,1.185,110,1.794E-7,4.700,-15.534
110,1,120,1.571,120,2.763E-7,4.787,-15.102
120,2,130,2.237,130,2.173E-7,4.868,-15.342
130,2,140,1.955,140,1.740E-7,4.942,-15.564
140,2,NaN,NaN,NaN,NaN,NaN,NaN
