Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,4.327,10,9.549E-4,2.303,-6.954
10,4,20,4.683,20,1.492E-4,2.996,-8.810
20,5,30,4.141,30,4.421E-5,3.401,-10.027
30,5,40,3.200,40,1.119E-5,3.689,-11.400
40,3,50,2.204,50,1.910E-6,3.912,-13.168
50,1,60,1.368,60,1.105E-6,4.094,-13.715
60,1,70,0.796,70,6.960E-7,4.248,-14.178
70,1,80,0.513,80,4.663E-7,4.382,-14.578
80,1,90,0.482,90,3.275E-7,4.500,-14.932
90,1,100,0.634,100,2.387E-7,4.605,-15.248
100,1,110,0.882,110,1.794E-7,4.700,-15.534
110,1,120,1.140,120,1.382E-7,4.787,-15.795
120,1,130,1.339,130,1.087E-7,4.868,-16.035
130,1,140,1.431,140,8.700E-8,4.942,-16.257
140,1,150,1.396,150,7.074E-8,5.011,-16.464
150,1,160,1.244,160,5.828E-8,5.075,-16.658
160,1,170,1.013,170,4.859E-8,5.136,-16.840
170,1,180,0.759,180,4.093E-8,5.193,-17.011
180,1,190,0.552,190,3.481E-8,5.247,-17.173
190,1,200,0.460,200,2.984E-8,5.298,-17.327
200,1,210,0.542,210,2.578E-8,5.347,-17.474
210,1,220,0.832,220,2.242E-8,5.394,-17.613
220,1,230,1.333,230,1.962E-8,5.438,-17.747
230,1,240,2.006,240,1.727E-8,5.481,-17.874
240,1,250,2.770,250,3.056E-8,5.521,-17.304
250,2,260,3.508,260,5.433E-8,5.561,-16.728
260,4,270,4.075,270,4.852E-8,5.598,-16.841
270,4,280,4.326,280,5.438E-8,5.635,-16.727
280,5,290,4.154,290,4.894E-8,5.670,-16.833
290,5,300,3.540,300,2.653E-8,5.704,-17.445
300,3,310,2.629,310,1.603E-8,5.737,-17.949
310,2,320,1.823,320,1.457E-8,5.768,-18.044
320,2,330,1.898,330,1.329E-8,5.799,-18.137
330,2,NaN,NaN,NaN,NaN,NaN,NaN
