Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.040,10,2.387E-4,2.303,-8.340
10,1,20,0.876,20,2.984E-5,2.996,-10.420
20,1,30,1.038,30,8.842E-6,3.401,-11.636
30,1,40,1.146,40,3.730E-6,3.689,-12.499
40,1,50,1.046,50,1.910E-6,3.912,-13.168
50,1,60,0.839,60,1.105E-6,4.094,-13.715
60,1,70,0.759,70,6.960E-7,4.248,-14.178
70,1,80,1.023,80,4.663E-7,4.382,-14.578
80,1,90,1.701,90,3.275E-7,4.500,-14.932
90,1,100,2.658,100,7.162E-7,4.605,-14.149
100,3,110,3.602,110,7.175E-7,4.700,-14.148
110,4,120,4.195,120,5.526E-7,4.787,-14.409
120,4,130,4.228,130,4.347E-7,4.868,-14.649
130,4,140,3.760,140,3.480E-7,4.942,-14.871
140,4,150,3.157,150,2.122E-7,5.011,-15.366
150,3,160,2.904,160,1.749E-7,5.075,-15.559
160,3,170,3.030,170,1.458E-7,5.136,-15.741
170,3,180,1.998,180,8.187E-8,5.193,-16.318
180,2,NaN,NaN,NaN,NaN,NaN,NaN
