Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,0.995,10,2.387E-4,2.303,-8.340
10,1,20,1.040,20,2.984E-5,2.996,-10.420
20,1,30,0.875,30,8.842E-6,3.401,-11.636
30,1,40,1.208,40,3.730E-6,3.689,-12.499
40,1,50,1.804,50,3.820E-6,3.912,-12.475
50,2,60,2.126,60,2.210E-6,4.094,-13.022
60,2,70,1.866,70,1.392E-6,4.248,-13.485
70,2,80,1.213,80,4.663E-7,4.382,-14.578
80,1,90,0.780,90,3.275E-7,4.500,-14.932
90,1,100,1.130,100,2.387E-7,4.605,-15.248
100,1,110,1.959,110,3.587E-7,4.700,-14.841
110,2,120,1.005,120,1.382E-7,4.787,-15.795
120,1,NaN,NaN,NaN,NaN,NaN,NaN
