Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.964,10,2.387E-4,2.303,-8.340
10,1,20,1.148,20,2.984E-5,2.996,-10.420
20,1,30,0.861,30,8.842E-6,3.401,-11.636
30,1,40,0.859,40,3.730E-6,3.689,-12.499
40,1,50,1.110,50,1.910E-6,3.912,-13.168
50,1,60,1.408,60,1.105E-6,4.094,-13.715
60,1,70,1.638,70,1.392E-6,4.248,-13.485
70,2,80,1.818,80,9.325E-7,4.382,-13.885
80,2,90,2.038,90,6.550E-7,4.500,-14.239
90,2,100,2.360,100,4.775E-7,4.605,-14.555
100,2,110,2.750,110,5.381E-7,4.700,-14.435
110,3,120,3.063,120,4.145E-7,4.787,-14.696
120,3,130,3.107,130,3.260E-7,4.868,-14.936
130,3,140,2.749,140,2.610E-7,4.942,-15.159
140,3,150,2.030,150,1.415E-7,5.011,-15.771
150,2,160,1.237,160,5.828E-8,5.075,-16.658
160,1,170,0.818,170,4.859E-8,5.136,-16.840
170,1,180,1.041,180,4.093E-8,5.193,-17.011
180,1,NaN,NaN,NaN,NaN,NaN,NaN
