Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,2.998,10,7.162E-4,2.303,-7.242
10,3,20,2.986,20,8.952E-5,2.996,-9.321
20,3,30,2.105,30,1.768E-5,3.401,-10.943
30,2,40,1.818,40,7.460E-6,3.689,-11.806
40,2,50,2.007,50,3.820E-6,3.912,-12.475
50,2,60,2.188,60,2.210E-6,4.094,-13.022
60,2,70,2.063,70,1.392E-6,4.248,-13.485
70,2,80,1.652,80,9.325E-7,4.382,-13.885
80,2,90,1.188,90,3.275E-7,4.500,-14.932
90,1,100,0.933,100,2.387E-7,4.605,-15.248
100,1,110,1.012,110,1.794E-7,4.700,-15.534
110,1,120,1.341,120,1.382E-7,4.787,-15.795
120,1,130,1.672,130,2.173E-7,4.868,-15.342
130,2,140,1.737,140,1.740E-7,4.942,-15.564
140,2,150,1.437,150,7.074E-8,5.011,-16.464
150,1,160,0.974,160,5.828E-8,5.075,-16.658
160,1,170,0.789,170,4.859E-8,5.136,-16.840
170,1,180,1.122,180,4.093E-8,5.193,-17.011
180,1,190,0.978,190,3.481E-8,5.247,-17.173
190,1,NaN,NaN,NaN,NaN,NaN,NaN
