Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.975,10,7.162E-4,2.303,-7.242
10,3,20,4.034,20,1.194E-4,2.996,-9.033
20,4,30,3.929,30,3.537E-5,3.401,-10.250
30,4,40,3.341,40,1.119E-5,3.689,-11.400
40,3,50,2.655,50,5.730E-6,3.912,-12.070
50,3,60,2.060,60,2.210E-6,4.094,-13.022
60,2,70,1.620,70,1.392E-6,4.248,-13.485
70,2,80,1.331,80,4.663E-7,4.382,-14.578
80,1,90,1.159,90,3.275E-7,4.500,-14.932
90,1,100,1.060,100,2.387E-7,4.605,-15.248
100,1,110,1.000,110,1.794E-7,4.700,-15.534
110,1,120,0.957,120,1.382E-7,4.787,-15.795
120,1,130,0.923,130,1.087E-7,4.868,-16.035
130,1,140,0.901,140,8.700E-8,4.942,-16.257
140,1,150,0.900,150,7.074E-8,5.011,-16.464
150,1,160,0.930,160,5.828E-8,5.075,-16.658
160,1,170,0.999,170,4.859E-8,5.136,-16.840
170,1,180,1.108,180,4.093E-8,5.193,-17.011
180,1,190,1.253,190,3.481E-8,5.247,-17.173
190,1,200,1.421,200,2.984E-8,5.298,-17.327
200,1,210,1.596,210,5.156E-8,5.347,-16.781
210,2,220,1.760,220,4.484E-8,5.394,-16.920
220,2,230,1.900,230,3.924E-8,5.438,-17.054
230,2,240,2.007,240,3.454E-8,5.481,-17.181
240,2,250,2.079,250,3.056E-8,5.521,-17.304
250,2,260,2.115,260,2.717E-8,5.561,-17.421
260,2,270,2.107,270,2.426E-8,5.598,-17.535
270,2,280,2.016,280,2.175E-8,5.635,-17.644
280,2,290,1.750,290,1.958E-8,5.670,-17.749
290,2,300,1.110,300,8.842E-9,5.704,-18.544
300,1,NaN,NaN,NaN,NaN,NaN,NaN
