Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,2.922,10,7.162E-4,2.303,-7.242
10,3,20,4.208,20,1.194E-4,2.996,-9.033
20,4,30,4.042,30,3.537E-5,3.401,-10.250
30,4,40,3.551,40,1.492E-5,3.689,-11.113
40,4,50,3.194,50,5.730E-6,3.912,-12.070
50,3,60,3.060,60,3.316E-6,4.094,-12.617
60,3,70,3.070,70,2.088E-6,4.248,-13.079
70,3,80,3.102,80,1.399E-6,4.382,-13.480
80,3,90,3.057,90,9.824E-7,4.500,-13.833
90,3,100,2.887,100,7.162E-7,4.605,-14.149
100,3,110,2.593,110,5.381E-7,4.700,-14.435
110,3,120,2.216,120,2.763E-7,4.787,-15.102
120,2,130,1.810,130,2.173E-7,4.868,-15.342
130,2,140,1.432,140,8.700E-8,4.942,-16.257
140,1,150,1.126,150,7.074E-8,5.011,-16.464
150,1,160,0.917,160,5.828E-8,5.075,-16.658
160,1,170,0.818,170,4.859E-8,5.136,-16.840
170,1,180,0.830,180,4.093E-8,5.193,-17.011
180,1,190,0.949,190,3.481E-8,5.247,-17.173
190,1,200,1.159,200,2.984E-8,5.298,-17.327
200,1,210,1.402,210,2.578E-8,5.347,-17.474
210,1,220,1.519,220,4.484E-8,5.394,-16.920
220,2,230,1.136,230,1.962E-8,5.438,-17.747
230,1,NaN,NaN,NaN,NaN,NaN,NaN
