Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.999,10,7.162E-4,2.303,-7.242
10,3,20,2.009,20,5.968E-5,2.996,-9.726
20,2,30,1.979,30,1.768E-5,3.401,-10.943
30,2,40,2.022,40,7.460E-6,3.689,-11.806
40,2,50,2.001,50,3.820E-6,3.912,-12.475
50,2,60,1.983,60,2.210E-6,4.094,-13.022
60,2,70,2.000,70,1.392E-6,4.248,-13.485
70,2,80,2.017,80,9.325E-7,4.382,-13.885
80,2,90,1.999,90,6.550E-7,4.500,-14.239
90,2,100,1.978,100,4.775E-7,4.605,-14.555
100,2,110,2.021,110,3.587E-7,4.700,-14.841
110,2,120,1.991,120,2.763E-7,4.787,-15.102
120,2,130,1.001,130,1.087E-7,4.868,-16.035
130,1,NaN,NaN,NaN,NaN,NaN,NaN
