Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,2.024,10,4.775E-4,2.303,-7.647
10,2,20,1.909,20,5.968E-5,2.996,-9.726
20,2,30,2.097,30,1.768E-5,3.401,-10.943
30,2,40,2.066,40,7.460E-6,3.689,-11.806
40,2,50,1.733,50,3.820E-6,3.912,-12.475
50,2,60,1.281,60,1.105E-6,4.094,-13.715
60,1,70,0.951,70,6.960E-7,4.248,-14.178
70,1,80,0.868,80,4.663E-7,4.382,-14.578
80,1,90,0.981,90,3.275E-7,4.500,-14.932
90,1,100,1.107,100,2.387E-7,4.605,-15.248
100,1,110,1.082,110,1.794E-7,4.700,-15.534
110,1,120,0.934,120,1.382E-7,4.787,-15.795
120,1,130,0.987,130,1.087E-7,4.868,-16.035
130,1,140,1.754,140,1.740E-7,4.942,-15.564
140,2,150,3.425,150,2.122E-7,5.011,-15.366
150,3,160,4.753,160,2.914E-7,5.075,-15.048
160,5,170,1.050,170,4.859E-8,5.136,-16.840
170,1,NaN,NaN,NaN,NaN,NaN,NaN
