Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,9,10,7.157,10,0.002,2.303,-6.394
10,7,20,2.655,20,8.952E-5,2.996,-9.321
20,3,30,1.136,30,8.842E-6,3.401,-11.636
30,1,40,0.915,40,3.730E-6,3.689,-12.499
40,1,50,1.075,50,1.910E-6,3.912,-13.168
50,1,60,1.198,60,1.105E-6,4.094,-13.715
60,1,70,1.166,70,6.960E-7,4.248,-14.178
70,1,80,1.015,80,4.663E-7,4.382,-14.578
80,1,90,0.837,90,3.275E-7,4.500,-14.932
90,1,100,0.723,100,2.387E-7,4.605,-15.248
100,1,110,0.725,110,1.794E-7,4.700,-15.534
110,1,120,0.850,120,1.382E-7,4.787,-15.795
120,1,130,1.066,130,1.087E-7,4.868,-16.035
130,1,140,1.311,140,8.700E-8,4.942,-16.257
140,1,150,1.518,150,7.074E-8,5.011,-16.464
150,1,160,1.628,160,5.828E-8,5.075,-16.658
160,1,170,1.610,170,9.718E-8,5.136,-16.147
170,2,180,1.469,180,8.187E-8,5.193,-16.318
180,2,190,1.251,190,3.481E-8,5.247,-17.173
190,1,200,1.039,200,5.968E-8,5.298,-16.634
200,2,210,0.941,210,2.578E-8,5.347,-17.474
210,1,220,1.069,220,2.242E-8,5.394,-17.613
220,1,230,1.524,230,1.962E-8,5.438,-17.747
230,1,240,2.360,240,3.454E-8,5.481,-17.181
240,2,250,3.570,250,4.584E-8,5.521,-16.898
250,3,260,5.058,260,8.150E-8,5.561,-16.323
260,6,270,6.638,270,7.277E-8,5.598,-16.436
270,6,280,8.040,280,8.700E-8,5.635,-16.257
280,8,290,8.939,290,9.789E-8,5.670,-16.139
290,10,300,9.022,300,8.842E-8,5.704,-16.241
300,10,310,8.085,310,4.808E-8,5.737,-16.850
310,6,320,6.187,320,4.371E-8,5.768,-16.946
320,6,330,3.855,330,3.322E-8,5.799,-17.220
330,5,340,2.367,340,1.215E-8,5.829,-18.226
340,2,NaN,NaN,NaN,NaN,NaN,NaN
