Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.017,10,7.162E-4,2.303,-7.242
10,3,20,1.922,20,5.968E-5,2.996,-9.726
20,2,30,1.147,30,8.842E-6,3.401,-11.636
30,1,40,0.894,40,3.730E-6,3.689,-12.499
40,1,50,0.951,50,1.910E-6,3.912,-13.168
50,1,60,1.063,60,1.105E-6,4.094,-13.715
60,1,70,1.081,70,6.960E-7,4.248,-14.178
70,1,80,0.999,80,4.663E-7,4.382,-14.578
80,1,90,0.899,90,3.275E-7,4.500,-14.932
90,1,100,0.888,100,2.387E-7,4.605,-15.248
100,1,110,1.035,110,1.794E-7,4.700,-15.534
110,1,120,1.341,120,1.382E-7,4.787,-15.795
120,1,130,1.743,130,2.173E-7,4.868,-15.342
130,2,140,2.149,140,1.740E-7,4.942,-15.564
140,2,150,2.479,150,2.122E-7,5.011,-15.366
150,3,160,2.677,160,1.166E-7,5.075,-15.965
160,2,170,2.649,170,1.458E-7,5.136,-15.741
170,3,180,2.066,180,8.187E-8,5.193,-16.318
180,2,NaN,NaN,NaN,NaN,NaN,NaN
