Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,4.080,10,9.549E-4,2.303,-6.954
10,4,20,3.791,20,1.194E-4,2.996,-9.033
20,4,30,2.984,30,2.653E-5,3.401,-10.537
30,3,40,2.334,40,7.460E-6,3.689,-11.806
40,2,50,1.986,50,3.820E-6,3.912,-12.475
50,2,60,1.865,60,2.210E-6,4.094,-13.022
60,2,70,1.859,70,1.392E-6,4.248,-13.485
70,2,80,1.898,80,9.325E-7,4.382,-13.885
80,2,90,1.981,90,6.550E-7,4.500,-14.239
90,2,100,2.155,100,4.775E-7,4.605,-14.555
100,2,110,2.480,110,3.587E-7,4.700,-14.841
110,2,120,2.988,120,4.145E-7,4.787,-14.696
120,3,130,3.661,130,4.347E-7,4.868,-14.649
130,4,140,4.418,140,4.350E-7,4.942,-14.648
140,5,150,5.125,150,3.537E-7,5.011,-14.855
150,5,160,5.630,160,2.914E-7,5.075,-15.048
160,5,170,5.799,170,2.916E-7,5.136,-15.048
170,6,180,5.571,180,2.047E-7,5.193,-15.402
180,5,190,4.988,190,2.088E-7,5.247,-15.382
190,6,200,4.200,200,1.194E-7,5.298,-15.941
200,4,210,3.413,210,7.733E-8,5.347,-16.375
210,3,220,2.758,220,6.726E-8,5.394,-16.515
220,3,230,2.036,230,3.924E-8,5.438,-17.054
230,2,NaN,NaN,NaN,NaN,NaN,NaN
