Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.056,10,7.162E-4,2.303,-7.242
10,3,20,2.718,20,8.952E-5,2.996,-9.321
20,3,30,1.463,30,8.842E-6,3.401,-11.636
30,1,40,0.849,40,3.730E-6,3.689,-12.499
40,1,50,0.789,50,1.910E-6,3.912,-13.168
50,1,60,0.938,60,1.105E-6,4.094,-13.715
60,1,70,1.140,70,6.960E-7,4.248,-14.178
70,1,80,1.393,80,4.663E-7,4.382,-14.578
80,1,90,1.681,90,6.550E-7,4.500,-14.239
90,2,100,1.873,100,4.775E-7,4.605,-14.555
100,2,110,1.796,110,3.587E-7,4.700,-14.841
110,2,120,1.441,120,1.382E-7,4.787,-15.795
120,1,130,1.144,130,1.087E-7,4.868,-16.035
130,1,140,1.460,140,1.740E-7,4.942,-15.564
140,2,150,2.319,150,1.415E-7,5.011,-15.771
150,2,160,0.939,160,5.828E-8,5.075,-16.658
160,1,NaN,NaN,NaN,NaN,NaN,NaN
