Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,4.137,10,9.549E-4,2.303,-6.954
10,4,20,4.682,20,1.492E-4,2.996,-8.810
20,5,30,4.065,30,3.537E-5,3.401,-10.250
30,4,40,3.057,40,1.119E-5,3.689,-11.400
40,3,50,2.088,50,3.820E-6,3.912,-12.475
50,2,60,1.353,60,1.105E-6,4.094,-13.715
60,1,70,0.904,70,6.960E-7,4.248,-14.178
70,1,80,0.714,80,4.663E-7,4.382,-14.578
80,1,90,0.718,90,3.275E-7,4.500,-14.932
90,1,100,0.846,100,2.387E-7,4.605,-15.248
100,1,110,1.036,110,1.794E-7,4.700,-15.534
110,1,120,1.243,120,1.382E-7,4.787,-15.795
120,1,130,1.439,130,1.087E-7,4.868,-16.035
130,1,140,1.614,140,8.700E-8,4.942,-16.257
140,1,150,1.764,150,1.415E-7,5.011,-15.771
150,2,160,1.893,160,1.749E-7,5.075,-15.559
160,3,170,2.004,170,9.718E-8,5.136,-16.147
170,2,180,2.094,180,8.187E-8,5.193,-16.318
180,2,190,2.159,190,6.961E-8,5.247,-16.480
190,2,200,2.189,200,5.968E-8,5.298,-16.634
200,2,210,2.172,210,5.156E-8,5.347,-16.781
210,2,220,2.100,220,4.484E-8,5.394,-16.920
220,2,230,1.971,230,3.924E-8,5.438,-17.054
230,2,240,1.793,240,3.454E-8,5.481,-17.181
240,2,250,1.582,250,3.056E-8,5.521,-17.304
250,2,260,1.359,260,1.358E-8,5.561,-18.114
260,1,270,1.136,270,1.213E-8,5.598,-18.228
270,1,280,0.892,280,1.088E-8,5.635,-18.337
280,1,NaN,NaN,NaN,NaN,NaN,NaN
