Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.996,10,2.387E-4,2.303,-8.340
10,1,20,1.015,20,2.984E-5,2.996,-10.420
20,1,30,0.943,30,8.842E-6,3.401,-11.636
30,1,40,1.193,40,3.730E-6,3.689,-12.499
40,1,50,1.685,50,3.820E-6,3.912,-12.475
50,2,60,2.113,60,2.210E-6,4.094,-13.022
60,2,70,2.218,70,1.392E-6,4.248,-13.485
70,2,80,1.969,80,9.325E-7,4.382,-13.885
80,2,90,1.565,90,6.550E-7,4.500,-14.239
90,2,100,1.296,100,2.387E-7,4.605,-15.248
100,1,110,1.311,110,1.794E-7,4.700,-15.534
110,1,120,1.451,120,2.763E-7,4.787,-15.102
120,2,130,1.325,130,1.087E-7,4.868,-16.035
130,1,140,0.911,140,8.700E-8,4.942,-16.257
140,1,150,2.009,150,1.415E-7,5.011,-15.771
150,2,NaN,NaN,NaN,NaN,NaN,NaN
