Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.064,10,4.775E-4,2.303,-7.647
10,2,20,1.923,20,5.968E-5,2.996,-9.726
20,2,30,1.707,30,1.768E-5,3.401,-10.943
30,2,40,1.418,40,3.730E-6,3.689,-12.499
40,1,50,1.129,50,1.910E-6,3.912,-13.168
50,1,60,0.918,60,1.105E-6,4.094,-13.715
60,1,70,0.825,70,6.960E-7,4.248,-14.178
70,1,80,0.848,80,4.663E-7,4.382,-14.578
80,1,90,0.949,90,3.275E-7,4.500,-14.932
90,1,100,1.070,100,2.387E-7,4.605,-15.248
100,1,110,1.153,110,1.794E-7,4.700,-15.534
110,1,120,1.158,120,1.382E-7,4.787,-15.795
120,1,130,1.078,130,1.087E-7,4.868,-16.035
130,1,140,0.943,140,8.700E-8,4.942,-16.257
140,1,150,0.817,150,7.074E-8,5.011,-16.464
150,1,160,0.786,160,5.828E-8,5.075,-16.658
160,1,170,0.938,170,4.859E-8,5.136,-16.840
170,1,180,1.339,180,4.093E-8,5.193,-17.011
180,1,190,2.010,190,6.961E-8,5.247,-16.480
190,2,200,2.898,200,8.952E-8,5.298,-16.229
200,3,210,3.871,210,1.031E-7,5.347,-16.087
210,4,220,4.721,220,8.968E-8,5.394,-16.227
220,4,230,5.196,230,1.177E-7,5.438,-15.955
230,6,240,5.066,240,8.635E-8,5.481,-16.265
240,5,250,4.242,250,6.112E-8,5.521,-16.611
250,4,260,2.951,260,4.075E-8,5.561,-17.016
260,3,270,1.981,270,2.426E-8,5.598,-17.535
270,2,NaN,NaN,NaN,NaN,NaN,NaN
