Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.757,10,7.162E-4,2.303,-7.242
10,3,20,1.746,20,2.984E-5,2.996,-10.420
20,1,30,0.695,30,8.842E-6,3.401,-11.636
30,1,40,0.398,40,3.730E-6,3.689,-12.499
40,1,50,0.764,50,1.910E-6,3.912,-13.168
50,1,60,1.400,60,1.105E-6,4.094,-13.715
60,1,70,1.945,70,6.960E-7,4.248,-14.178
70,1,80,2.216,80,9.325E-7,4.382,-13.885
80,2,90,2.223,90,9.824E-7,4.500,-13.833
90,3,100,2.119,100,7.162E-7,4.605,-14.149
100,3,110,2.105,110,3.587E-7,4.700,-14.841
110,2,120,2.341,120,2.763E-7,4.787,-15.102
120,2,130,2.875,130,2.173E-7,4.868,-15.342
130,2,140,3.619,140,4.350E-7,4.942,-14.648
140,5,150,4.360,150,1.415E-7,5.011,-15.771
150,2,160,4.823,160,3.497E-7,5.075,-14.866
160,6,170,4.765,170,2.916E-7,5.136,-15.048
170,6,180,4.083,180,1.637E-7,5.193,-15.625
180,4,190,2.905,190,6.961E-8,5.247,-16.480
190,2,200,1.635,200,2.984E-8,5.298,-17.327
200,1,210,0.897,210,5.156E-8,5.347,-16.781
210,2,220,1.329,220,2.242E-8,5.394,-17.613
220,1,NaN,NaN,NaN,NaN,NaN,NaN
