Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,7,10,2.015,10,4.775E-4,2.303,-7.647
10,2,20,0.894,20,2.984E-5,2.996,-10.420
20,1,30,1.111,30,8.842E-6,3.401,-11.636
30,1,40,1.164,40,3.730E-6,3.689,-12.499
40,1,50,0.921,50,1.910E-6,3.912,-13.168
50,1,60,0.708,60,1.105E-6,4.094,-13.715
60,1,70,0.829,70,6.960E-7,4.248,-14.178
70,1,80,1.381,80,4.663E-7,4.382,-14.578
80,1,90,2.251,90,6.550E-7,4.500,-14.239
90,2,100,3.209,100,7.162E-7,4.605,-14.149
100,3,110,4.029,110,8.968E-7,4.700,-13.924
110,5,120,4.580,120,5.526E-7,4.787,-14.409
120,4,130,4.866,130,5.433E-7,4.868,-14.426
130,5,140,4.994,140,4.350E-7,4.942,-14.648
140,5,150,5.094,150,3.537E-7,5.011,-14.855
150,5,160,5.208,160,3.497E-7,5.075,-14.866
160,6,170,5.204,170,1.458E-7,5.136,-15.741
170,3,180,4.787,180,2.865E-7,5.193,-15.065
180,7,190,3.689,190,1.044E-7,5.247,-16.075
190,3,200,2.165,200,5.968E-8,5.298,-16.634
200,2,210,1.902,210,5.156E-8,5.347,-16.781
210,2,NaN,NaN,NaN,NaN,NaN,NaN
